RegionId,Year,NationalityId,WeightPercent
eastern_galicia,1700,lithuanian,0.3870
eastern_galicia,1700,polish,22.2565
eastern_galicia,1700,romanian,1.9354
eastern_galicia,1700,russian,0.3870
eastern_galicia,1700,serbian,0.1500
eastern_galicia,1700,slovak,0.4839
eastern_galicia,1700,ukrainian,50.3192
eastern_galicia,1897,armenian,1.5000
eastern_galicia,1897,austrian,1.9600
eastern_galicia,1897,belarusian,0.0980
eastern_galicia,1897,bulgarian,0.0500
eastern_galicia,1897,czech,0.4900
eastern_galicia,1897,english,0.0980
eastern_galicia,1897,french,0.1960
eastern_galicia,1897,georgian,0.0500
eastern_galicia,1897,german,1.9600
eastern_galicia,1897,greek,0.3000
eastern_galicia,1897,hungarian,0.9800
eastern_galicia,1897,italian,0.3920
eastern_galicia,1897,jewish,14.7000
eastern_galicia,1897,lithuanian,0.0980
eastern_galicia,1897,polish,24.5000
eastern_galicia,1897,romanian,0.9800
eastern_galicia,1897,russian,0.2940
eastern_galicia,1897,serbian,0.1000
eastern_galicia,1897,slovak,0.2940
eastern_galicia,1897,ukrainian,50.9600
eastern_galicia,1931,armenian,0.8000
eastern_galicia,1931,austrian,0.1993
eastern_galicia,1931,belarusian,0.0996
eastern_galicia,1931,bulgarian,0.0500
eastern_galicia,1931,czech,0.4982
eastern_galicia,1931,english,0.0996
eastern_galicia,1931,french,0.0996
eastern_galicia,1931,georgian,0.0800
eastern_galicia,1931,german,0.9964
eastern_galicia,1931,greek,0.1500
eastern_galicia,1931,hungarian,0.4982
eastern_galicia,1931,italian,0.1993
eastern_galicia,1931,jewish,14.9456
eastern_galicia,1931,lithuanian,0.0996
eastern_galicia,1931,polish,31.8839
eastern_galicia,1931,romanian,0.4982
eastern_galicia,1931,russian,0.6974
eastern_galicia,1931,serbian,0.0800
eastern_galicia,1931,slovak,0.1993
eastern_galicia,1931,ukrainian,47.8258
eastern_galicia,1939,armenian,0.8000
eastern_galicia,1939,austrian,0.1993
eastern_galicia,1939,belarusian,0.0996
eastern_galicia,1939,bulgarian,0.0500
eastern_galicia,1939,czech,0.4982
eastern_galicia,1939,english,0.0996
eastern_galicia,1939,french,0.0996
eastern_galicia,1939,georgian,0.0800
eastern_galicia,1939,german,0.9964
eastern_galicia,1939,greek,0.1500
eastern_galicia,1939,hungarian,0.4982
eastern_galicia,1939,italian,0.1993
eastern_galicia,1939,jewish,14.9456
eastern_galicia,1939,lithuanian,0.0996
eastern_galicia,1939,polish,31.8839
eastern_galicia,1939,romanian,0.4982
eastern_galicia,1939,russian,0.6974
eastern_galicia,1939,serbian,0.0800
eastern_galicia,1939,slovak,0.1993
eastern_galicia,1939,ukrainian,47.8258
eastern_galicia,1945,armenian,0.2500
eastern_galicia,1945,austrian,0.1998
eastern_galicia,1945,belarusian,0.3996
eastern_galicia,1945,bulgarian,0.0300
eastern_galicia,1945,czech,0.4994
eastern_galicia,1945,english,0.0999
eastern_galicia,1945,french,0.0999
eastern_galicia,1945,georgian,0.0400
eastern_galicia,1945,german,0.9989
eastern_galicia,1945,greek,0.0500
eastern_galicia,1945,hungarian,0.6992
eastern_galicia,1945,italian,0.1998
eastern_galicia,1945,jewish,1.9978
eastern_galicia,1945,lithuanian,0.0999
eastern_galicia,1945,polish,19.9780
eastern_galicia,1945,romanian,0.9989
eastern_galicia,1945,russian,7.9912
eastern_galicia,1945,serbian,0.0400
eastern_galicia,1945,slovak,0.3996
eastern_galicia,1945,ukrainian,64.9281
eastern_galicia,1950,armenian,0.1000
eastern_galicia,1950,belarusian,0.0998
eastern_galicia,1950,bulgarian,0.0200
eastern_galicia,1950,czech,0.1996
eastern_galicia,1950,english,0.0499
eastern_galicia,1950,french,0.0499
eastern_galicia,1950,georgian,0.0300
eastern_galicia,1950,german,0.1996
eastern_galicia,1950,greek,0.0300
eastern_galicia,1950,hungarian,0.1996
eastern_galicia,1950,italian,0.0998
eastern_galicia,1950,jewish,0.5987
eastern_galicia,1950,polish,1.9958
eastern_galicia,1950,romanian,0.3992
eastern_galicia,1950,russian,13.9706
eastern_galicia,1950,serbian,0.0300
eastern_galicia,1950,slovak,0.0998
eastern_galicia,1950,ukrainian,81.8277
eastern_galicia,1990,armenian,0.0800
eastern_galicia,1990,belarusian,0.4992
eastern_galicia,1990,bulgarian,0.0400
eastern_galicia,1990,czech,0.0998
eastern_galicia,1990,english,0.0998
eastern_galicia,1990,french,0.0998
eastern_galicia,1990,georgian,0.0500
eastern_galicia,1990,german,0.1997
eastern_galicia,1990,greek,0.0400
eastern_galicia,1990,hungarian,0.2995
eastern_galicia,1990,italian,0.0998
eastern_galicia,1990,jewish,0.3994
eastern_galicia,1990,latvian,0.0500
eastern_galicia,1990,lithuanian,0.0500
eastern_galicia,1990,polish,1.4976
eastern_galicia,1990,romanian,0.3994
eastern_galicia,1990,russian,8.9856
eastern_galicia,1990,serbian,0.0500
eastern_galicia,1990,slovak,0.0998
eastern_galicia,1990,ukrainian,86.8606
eastern_galicia,2027,armenian,0.1500
eastern_galicia,2027,austrian,0.0500
eastern_galicia,2027,belarusian,0.4996
eastern_galicia,2027,bulgarian,0.0800
eastern_galicia,2027,czech,0.0999
eastern_galicia,2027,english,0.3497
eastern_galicia,2027,french,0.1999
eastern_galicia,2027,georgian,0.0800
eastern_galicia,2027,german,0.1999
eastern_galicia,2027,greek,0.0800
eastern_galicia,2027,hungarian,0.2998
eastern_galicia,2027,italian,0.2498
eastern_galicia,2027,jewish,0.1999
eastern_galicia,2027,latvian,0.0500
eastern_galicia,2027,lithuanian,0.0500
eastern_galicia,2027,polish,1.1991
eastern_galicia,2027,romanian,0.4996
eastern_galicia,2027,russian,6.4954
eastern_galicia,2027,serbian,0.0800
eastern_galicia,2027,slovak,0.0999
eastern_galicia,2027,swedish,0.0500
eastern_galicia,2027,ukrainian,88.9375
greater_poland,1700,czech,0.9910
greater_poland,1700,dutch,1.0000
greater_poland,1700,english,0.2973
greater_poland,1700,french,0.4955
greater_poland,1700,german,11.8919
greater_poland,1700,hungarian,0.0991
greater_poland,1700,italian,0.3964
greater_poland,1700,jewish,4.9550
greater_poland,1700,polish,79.2792
greater_poland,1700,russian,0.0991
greater_poland,1700,slovak,0.1982
greater_poland,1700,swedish,0.1982
greater_poland,1700,ukrainian,0.0991
greater_poland,1897,austrian,0.0997
greater_poland,1897,czech,0.5982
greater_poland,1897,dutch,0.3000
greater_poland,1897,english,0.1994
greater_poland,1897,french,0.2991
greater_poland,1897,german,31.9040
greater_poland,1897,hungarian,0.0997
greater_poland,1897,italian,0.1994
greater_poland,1897,jewish,4.9850
greater_poland,1897,polish,60.8170
greater_poland,1897,russian,0.3988
greater_poland,1897,slovak,0.0997
greater_poland,1931,austrian,0.0999
greater_poland,1931,belarusian,0.0999
greater_poland,1931,czech,0.3998
greater_poland,1931,dutch,0.1500
greater_poland,1931,english,0.1999
greater_poland,1931,french,0.1999
greater_poland,1931,german,7.9960
greater_poland,1931,italian,0.1999
greater_poland,1931,jewish,4.9975
greater_poland,1931,polish,84.9577
greater_poland,1931,russian,0.4997
greater_poland,1931,slovak,0.0999
greater_poland,1931,ukrainian,0.0999
greater_poland,1939,austrian,0.0999
greater_poland,1939,belarusian,0.0999
greater_poland,1939,czech,0.3998
greater_poland,1939,dutch,0.1500
greater_poland,1939,english,0.1999
greater_poland,1939,french,0.1999
greater_poland,1939,german,7.9960
greater_poland,1939,italian,0.1999
greater_poland,1939,jewish,4.9975
greater_poland,1939,polish,84.9577
greater_poland,1939,russian,0.4997
greater_poland,1939,slovak,0.0999
greater_poland,1939,ukrainian,0.0999
greater_poland,1945,belarusian,0.3997
greater_poland,1945,czech,0.2998
greater_poland,1945,dutch,0.0800
greater_poland,1945,english,0.0999
greater_poland,1945,french,0.0999
greater_poland,1945,german,3.9968
greater_poland,1945,italian,0.0999
greater_poland,1945,jewish,0.9992
greater_poland,1945,polish,91.9264
greater_poland,1945,russian,0.7994
greater_poland,1945,slovak,0.1998
greater_poland,1945,ukrainian,0.9992
greater_poland,1950,belarusian,0.2000
greater_poland,1950,czech,0.1500
greater_poland,1950,dutch,0.0500
greater_poland,1950,english,0.0500
greater_poland,1950,german,0.7000
greater_poland,1950,italian,0.0500
greater_poland,1950,jewish,0.2000
greater_poland,1950,polish,97.5000
greater_poland,1950,russian,0.4000
greater_poland,1950,slovak,0.1000
greater_poland,1950,ukrainian,0.6000
greater_poland,1990,belarusian,0.1501
greater_poland,1990,czech,0.1000
greater_poland,1990,dutch,0.0500
greater_poland,1990,english,0.1000
greater_poland,1990,french,0.0501
greater_poland,1990,german,0.3502
greater_poland,1990,hungarian,0.0501
greater_poland,1990,italian,0.1000
greater_poland,1990,jewish,0.1000
greater_poland,1990,polish,98.3493
greater_poland,1990,russian,0.2001
greater_poland,1990,slovak,0.1000
greater_poland,1990,ukrainian,0.3001
greater_poland,2027,austrian,0.0502
greater_poland,2027,belarusian,0.3514
greater_poland,2027,czech,0.1506
greater_poland,2027,dutch,0.1000
greater_poland,2027,english,0.4518
greater_poland,2027,french,0.2008
greater_poland,2027,german,0.5522
greater_poland,2027,hungarian,0.0502
greater_poland,2027,italian,0.2510
greater_poland,2027,jewish,0.1004
greater_poland,2027,lithuanian,0.0502
greater_poland,2027,polish,94.8799
greater_poland,2027,romanian,0.1004
greater_poland,2027,russian,0.3514
greater_poland,2027,slovak,0.1004
greater_poland,2027,swedish,0.0502
greater_poland,2027,ukrainian,2.2089
grodno,1700,belarusian,39.4413
grodno,1700,czech,0.2958
grodno,1700,english,0.0986
grodno,1700,french,0.1972
grodno,1700,german,0.6902
grodno,1700,hungarian,0.0986
grodno,1700,italian,0.0986
grodno,1700,jewish,14.7905
grodno,1700,latvian,0.3944
grodno,1700,lithuanian,4.9301
grodno,1700,polish,34.5109
grodno,1700,russian,0.9860
grodno,1700,slovak,0.0986
grodno,1700,swedish,0.1972
grodno,1700,tatar,1.2000
grodno,1700,ukrainian,1.9720
grodno,1897,belarusian,44.5506
grodno,1897,czech,0.0990
grodno,1897,english,0.0990
grodno,1897,french,0.0990
grodno,1897,german,0.4950
grodno,1897,italian,0.0990
grodno,1897,jewish,19.8002
grodno,1897,latvian,0.1980
grodno,1897,lithuanian,1.9800
grodno,1897,polish,24.7502
grodno,1897,russian,4.9500
grodno,1897,tatar,0.9000
grodno,1897,ukrainian,1.9800
grodno,1931,belarusian,34.7900
grodno,1931,czech,0.0994
grodno,1931,english,0.0497
grodno,1931,french,0.0994
grodno,1931,german,0.1988
grodno,1931,italian,0.0497
grodno,1931,jewish,14.9100
grodno,1931,latvian,0.0994
grodno,1931,lithuanian,0.9940
grodno,1931,polish,44.7300
grodno,1931,russian,2.9820
grodno,1931,tatar,0.6000
grodno,1931,ukrainian,0.3976
grodno,1939,belarusian,34.7900
grodno,1939,czech,0.0994
grodno,1939,english,0.0497
grodno,1939,french,0.0994
grodno,1939,german,0.1988
grodno,1939,italian,0.0497
grodno,1939,jewish,14.9100
grodno,1939,latvian,0.0994
grodno,1939,lithuanian,0.9940
grodno,1939,polish,44.7300
grodno,1939,russian,2.9820
grodno,1939,tatar,0.6000
grodno,1939,ukrainian,0.3976
grodno,1945,belarusian,45.2727
grodno,1945,czech,0.5031
grodno,1945,english,0.2012
grodno,1945,french,0.2012
grodno,1945,german,1.0061
grodno,1945,hungarian,0.1006
grodno,1945,italian,0.1006
grodno,1945,jewish,2.0121
grodno,1945,latvian,0.8049
grodno,1945,lithuanian,2.0121
grodno,1945,polish,30.1818
grodno,1945,russian,15.0909
grodno,1945,swedish,0.1006
grodno,1945,tatar,0.4000
grodno,1945,ukrainian,2.0121
grodno,1950,belarusian,55.1662
grodno,1950,czech,0.2006
grodno,1950,english,0.1003
grodno,1950,french,0.1003
grodno,1950,german,0.5015
grodno,1950,italian,0.1003
grodno,1950,jewish,1.0030
grodno,1950,latvian,0.4012
grodno,1950,lithuanian,1.0030
grodno,1950,polish,15.0452
grodno,1950,russian,25.0754
grodno,1950,tatar,0.3000
grodno,1950,ukrainian,1.0030
grodno,1990,belarusian,62.1558
grodno,1990,czech,0.1002
grodno,1990,english,0.1002
grodno,1990,french,0.0502
grodno,1990,german,0.2005
grodno,1990,italian,0.0502
grodno,1990,jewish,0.2005
grodno,1990,latvian,0.1002
grodno,1990,lithuanian,1.0025
grodno,1990,polish,10.0252
grodno,1990,russian,25.0628
grodno,1990,tatar,0.2500
grodno,1990,ukrainian,0.7017
grodno,2027,austrian,0.0501
grodno,2027,belarusian,62.1246
grodno,2027,czech,0.1002
grodno,2027,english,0.3507
grodno,2027,french,0.1002
grodno,2027,german,0.1503
grodno,2027,hungarian,0.0501
grodno,2027,italian,0.1503
grodno,2027,jewish,0.1503
grodno,2027,latvian,0.1002
grodno,2027,lithuanian,1.0020
grodno,2027,polish,10.0201
grodno,2027,romanian,0.0501
grodno,2027,russian,24.0482
grodno,2027,slovak,0.0501
grodno,2027,swedish,0.0501
grodno,2027,tatar,0.2500
grodno,2027,ukrainian,1.2024
inflanty,1700,belarusian,4.9257
inflanty,1700,czech,0.1970
inflanty,1700,english,0.0985
inflanty,1700,estonian,0.4000
inflanty,1700,french,0.0985
inflanty,1700,german,11.8216
inflanty,1700,jewish,7.8810
inflanty,1700,latvian,49.2568
inflanty,1700,lithuanian,0.4925
inflanty,1700,polish,17.7324
inflanty,1700,russian,4.9257
inflanty,1700,swedish,1.9703
inflanty,1700,tatar,0.2000
inflanty,1897,belarusian,11.9220
inflanty,1897,czech,0.0993
inflanty,1897,english,0.0993
inflanty,1897,estonian,0.5000
inflanty,1897,french,0.0993
inflanty,1897,german,1.9870
inflanty,1897,italian,0.0993
inflanty,1897,jewish,17.8830
inflanty,1897,latvian,44.7077
inflanty,1897,lithuanian,0.3974
inflanty,1897,polish,6.9545
inflanty,1897,russian,14.9025
inflanty,1897,swedish,0.1987
inflanty,1897,tatar,0.1500
inflanty,1931,belarusian,6.9720
inflanty,1931,czech,0.0996
inflanty,1931,english,0.0996
inflanty,1931,estonian,0.3000
inflanty,1931,french,0.0996
inflanty,1931,german,1.9920
inflanty,1931,italian,0.0996
inflanty,1931,jewish,11.9520
inflanty,1931,latvian,54.7800
inflanty,1931,lithuanian,0.3984
inflanty,1931,polish,7.9680
inflanty,1931,russian,14.9400
inflanty,1931,swedish,0.1992
inflanty,1931,tatar,0.1000
inflanty,1939,belarusian,6.9720
inflanty,1939,czech,0.0996
inflanty,1939,english,0.0996
inflanty,1939,estonian,0.3000
inflanty,1939,french,0.0996
inflanty,1939,german,1.9920
inflanty,1939,italian,0.0996
inflanty,1939,jewish,11.9520
inflanty,1939,latvian,54.7800
inflanty,1939,lithuanian,0.3984
inflanty,1939,polish,7.9680
inflanty,1939,russian,14.9400
inflanty,1939,swedish,0.1992
inflanty,1939,tatar,0.1000
inflanty,1945,belarusian,8.0991
inflanty,1945,czech,0.3037
inflanty,1945,english,0.2024
inflanty,1945,estonian,0.2000
inflanty,1945,french,0.2024
inflanty,1945,german,1.0124
inflanty,1945,hungarian,0.1012
inflanty,1945,italian,0.1012
inflanty,1945,jewish,2.0248
inflanty,1945,latvian,50.6195
inflanty,1945,lithuanian,1.0124
inflanty,1945,polish,5.0619
inflanty,1945,russian,28.3468
inflanty,1945,slovak,0.1012
inflanty,1945,swedish,0.5062
inflanty,1945,tatar,0.0800
inflanty,1945,ukrainian,2.0248
inflanty,1950,belarusian,7.0000
inflanty,1950,czech,0.1000
inflanty,1950,english,0.2000
inflanty,1950,estonian,0.1500
inflanty,1950,french,0.1000
inflanty,1950,german,0.5000
inflanty,1950,italian,0.1000
inflanty,1950,jewish,0.7000
inflanty,1950,latvian,55.0000
inflanty,1950,lithuanian,0.4000
inflanty,1950,polish,4.0000
inflanty,1950,russian,30.0000
inflanty,1950,swedish,0.2000
inflanty,1950,tatar,0.0500
inflanty,1950,ukrainian,1.5000
inflanty,1990,belarusian,3.9880
inflanty,1990,czech,0.0997
inflanty,1990,english,0.1994
inflanty,1990,estonian,0.1500
inflanty,1990,french,0.0997
inflanty,1990,german,0.1994
inflanty,1990,italian,0.0997
inflanty,1990,jewish,0.1994
inflanty,1990,latvian,61.8142
inflanty,1990,lithuanian,0.4985
inflanty,1990,polish,2.9910
inflanty,1990,russian,27.9161
inflanty,1990,swedish,0.1994
inflanty,1990,tatar,0.0500
inflanty,1990,ukrainian,1.4955
inflanty,2027,austrian,0.0498
inflanty,2027,belarusian,1.9910
inflanty,2027,czech,0.0498
inflanty,2027,english,0.4480
inflanty,2027,estonian,0.2000
inflanty,2027,french,0.0996
inflanty,2027,german,0.1493
inflanty,2027,hungarian,0.0498
inflanty,2027,italian,0.0996
inflanty,2027,jewish,0.0996
inflanty,2027,latvian,67.6944
inflanty,2027,lithuanian,0.7964
inflanty,2027,polish,2.9865
inflanty,2027,romanian,0.0498
inflanty,2027,russian,21.9012
inflanty,2027,slovak,0.0498
inflanty,2027,swedish,0.2489
inflanty,2027,tatar,0.0500
inflanty,2027,ukrainian,2.9865
kujawy_pomerania,1700,czech,0.5940
kujawy_pomerania,1700,dutch,1.3000
kujawy_pomerania,1700,english,0.3960
kujawy_pomerania,1700,french,0.4950
kujawy_pomerania,1700,german,14.8495
kujawy_pomerania,1700,hungarian,0.0990
kujawy_pomerania,1700,italian,0.2970
kujawy_pomerania,1700,jewish,5.9399
kujawy_pomerania,1700,latvian,0.1980
kujawy_pomerania,1700,lithuanian,0.2970
kujawy_pomerania,1700,polish,74.2476
kujawy_pomerania,1700,russian,0.1980
kujawy_pomerania,1700,slovak,0.0990
kujawy_pomerania,1700,swedish,0.9900
kujawy_pomerania,1897,czech,0.4980
kujawy_pomerania,1897,dutch,0.4000
kujawy_pomerania,1897,english,0.2988
kujawy_pomerania,1897,french,0.2988
kujawy_pomerania,1897,german,34.8600
kujawy_pomerania,1897,italian,0.1992
kujawy_pomerania,1897,jewish,6.9720
kujawy_pomerania,1897,latvian,0.0996
kujawy_pomerania,1897,lithuanian,0.0996
kujawy_pomerania,1897,polish,54.7800
kujawy_pomerania,1897,russian,0.9960
kujawy_pomerania,1897,swedish,0.3984
kujawy_pomerania,1897,ukrainian,0.0996
kujawy_pomerania,1931,belarusian,0.2000
kujawy_pomerania,1931,czech,0.4000
kujawy_pomerania,1931,dutch,0.2000
kujawy_pomerania,1931,english,0.3000
kujawy_pomerania,1931,french,0.2000
kujawy_pomerania,1931,german,12.0000
kujawy_pomerania,1931,italian,0.2000
kujawy_pomerania,1931,jewish,7.0000
kujawy_pomerania,1931,latvian,0.1000
kujawy_pomerania,1931,lithuanian,0.1000
kujawy_pomerania,1931,polish,78.0000
kujawy_pomerania,1931,russian,0.8000
kujawy_pomerania,1931,swedish,0.3000
kujawy_pomerania,1931,ukrainian,0.2000
kujawy_pomerania,1939,belarusian,0.2000
kujawy_pomerania,1939,czech,0.4000
kujawy_pomerania,1939,dutch,0.2000
kujawy_pomerania,1939,english,0.3000
kujawy_pomerania,1939,french,0.2000
kujawy_pomerania,1939,german,12.0000
kujawy_pomerania,1939,italian,0.2000
kujawy_pomerania,1939,jewish,7.0000
kujawy_pomerania,1939,latvian,0.1000
kujawy_pomerania,1939,lithuanian,0.1000
kujawy_pomerania,1939,polish,78.0000
kujawy_pomerania,1939,russian,0.8000
kujawy_pomerania,1939,swedish,0.3000
kujawy_pomerania,1939,ukrainian,0.2000
kujawy_pomerania,1945,belarusian,0.5015
kujawy_pomerania,1945,czech,0.3009
kujawy_pomerania,1945,dutch,0.1000
kujawy_pomerania,1945,english,0.2006
kujawy_pomerania,1945,french,0.1003
kujawy_pomerania,1945,german,10.0302
kujawy_pomerania,1945,italian,0.1003
kujawy_pomerania,1945,jewish,1.0030
kujawy_pomerania,1945,polish,85.2560
kujawy_pomerania,1945,russian,1.0030
kujawy_pomerania,1945,swedish,0.2006
kujawy_pomerania,1945,ukrainian,1.2036
kujawy_pomerania,1950,belarusian,0.3007
kujawy_pomerania,1950,czech,0.2005
kujawy_pomerania,1950,dutch,0.0500
kujawy_pomerania,1950,english,0.1002
kujawy_pomerania,1950,german,1.5037
kujawy_pomerania,1950,italian,0.1002
kujawy_pomerania,1950,jewish,0.2005
kujawy_pomerania,1950,polish,96.2410
kujawy_pomerania,1950,russian,0.4010
kujawy_pomerania,1950,swedish,0.1002
kujawy_pomerania,1950,ukrainian,0.8020
kujawy_pomerania,1990,belarusian,0.2002
kujawy_pomerania,1990,czech,0.1001
kujawy_pomerania,1990,dutch,0.0500
kujawy_pomerania,1990,english,0.1501
kujawy_pomerania,1990,french,0.0501
kujawy_pomerania,1990,german,0.5005
kujawy_pomerania,1990,italian,0.1001
kujawy_pomerania,1990,jewish,0.1001
kujawy_pomerania,1990,latvian,0.0501
kujawy_pomerania,1990,lithuanian,0.0501
kujawy_pomerania,1990,polish,97.8978
kujawy_pomerania,1990,russian,0.2503
kujawy_pomerania,1990,swedish,0.1001
kujawy_pomerania,1990,ukrainian,0.4004
kujawy_pomerania,2027,austrian,0.0503
kujawy_pomerania,2027,belarusian,0.4026
kujawy_pomerania,2027,czech,0.1509
kujawy_pomerania,2027,dutch,0.1000
kujawy_pomerania,2027,english,0.5033
kujawy_pomerania,2027,french,0.2013
kujawy_pomerania,2027,german,0.6542
kujawy_pomerania,2027,hungarian,0.0503
kujawy_pomerania,2027,italian,0.2516
kujawy_pomerania,2027,jewish,0.1007
kujawy_pomerania,2027,latvian,0.1007
kujawy_pomerania,2027,lithuanian,0.1007
kujawy_pomerania,2027,polish,94.1123
kujawy_pomerania,2027,romanian,0.1007
kujawy_pomerania,2027,russian,0.4026
kujawy_pomerania,2027,slovak,0.1007
kujawy_pomerania,2027,swedish,0.1007
kujawy_pomerania,2027,ukrainian,2.5164
lesser_poland,1700,armenian,0.2000
lesser_poland,1700,bulgarian,0.0300
lesser_poland,1700,czech,0.4976
lesser_poland,1700,english,0.1990
lesser_poland,1700,french,0.5971
lesser_poland,1700,german,1.9904
lesser_poland,1700,greek,0.2000
lesser_poland,1700,hungarian,0.9952
lesser_poland,1700,italian,0.9952
lesser_poland,1700,jewish,13.9328
lesser_poland,1700,polish,77.6256
lesser_poland,1700,romanian,0.2986
lesser_poland,1700,serbian,0.0500
lesser_poland,1700,slovak,1.9904
lesser_poland,1700,swedish,0.0995
lesser_poland,1700,ukrainian,0.2986
lesser_poland,1897,armenian,0.1000
lesser_poland,1897,austrian,3.9884
lesser_poland,1897,bulgarian,0.0400
lesser_poland,1897,czech,0.5983
lesser_poland,1897,english,0.1994
lesser_poland,1897,french,0.2991
lesser_poland,1897,georgian,0.0100
lesser_poland,1897,german,1.9942
lesser_poland,1897,greek,0.1000
lesser_poland,1897,hungarian,0.9971
lesser_poland,1897,italian,0.4985
lesser_poland,1897,jewish,15.9536
lesser_poland,1897,polish,71.7913
lesser_poland,1897,romanian,0.2991
lesser_poland,1897,serbian,0.0400
lesser_poland,1897,slovak,0.9971
lesser_poland,1897,swedish,0.0997
lesser_poland,1897,ukrainian,1.9942
lesser_poland,1931,armenian,0.0600
lesser_poland,1931,austrian,0.3007
