ItemId,StartYear,EndYear,Dimension,Value,WeightMultiplier
horse_riding,1700,,AgeBand,Elderly,0.25
woodcarving,1700,,AgeBand,Child,0.75
woodcarving,1700,,AgeBand,Adolescent,0.90
woodcarving,1700,,AgeBand,YoungAdult,1.00
woodcarving,1700,,AgeBand,Adult,1.15
woodcarving,1700,,AgeBand,OlderAdult,1.25
woodcarving,1700,,AgeBand,Elderly,1.15
needlework,1700,,AgeBand,Child,0.75
needlework,1700,,AgeBand,Adolescent,0.90
needlework,1700,,AgeBand,YoungAdult,1.00
needlework,1700,,AgeBand,Adult,1.15
needlework,1700,,AgeBand,OlderAdult,1.25
needlework,1700,,AgeBand,Elderly,1.15
embroidery,1700,,AgeBand,Child,0.75
embroidery,1700,,AgeBand,Adolescent,0.90
embroidery,1700,,AgeBand,YoungAdult,1.00
embroidery,1700,,AgeBand,Adult,1.15
embroidery,1700,,AgeBand,OlderAdult,1.25
embroidery,1700,,AgeBand,Elderly,1.15
knitting,1700,,AgeBand,Child,0.75
knitting,1700,,AgeBand,Adolescent,0.90
knitting,1700,,AgeBand,YoungAdult,1.00
knitting,1700,,AgeBand,Adult,1.15
knitting,1700,,AgeBand,OlderAdult,1.25
knitting,1700,,AgeBand,Elderly,1.15
cooking_and_baking,1700,,AgeBand,Child,1.10
cooking_and_baking,1700,,AgeBand,Adolescent,1.10
cooking_and_baking,1700,,AgeBand,YoungAdult,1.00
cooking_and_baking,1700,,AgeBand,Adult,1.00
cooking_and_baking,1700,,AgeBand,OlderAdult,1.00
cooking_and_baking,1700,,AgeBand,Elderly,0.90
social_visiting,1700,,AgeBand,Child,0.60
social_visiting,1700,,AgeBand,Adolescent,0.85
social_visiting,1700,,AgeBand,YoungAdult,1.25
social_visiting,1700,,AgeBand,Adult,1.20
social_visiting,1700,,AgeBand,OlderAdult,1.00
social_visiting,1700,,AgeBand,Elderly,0.75
tavern_games,1700,,AgeBand,YoungAdult,1.25
tavern_games,1700,,AgeBand,Adult,1.20
tavern_games,1700,,AgeBand,OlderAdult,1.00
tavern_games,1700,,AgeBand,Elderly,0.75
theatre,1700,,AgeBand,Child,0.60
theatre,1700,,AgeBand,Adolescent,0.85
theatre,1700,,AgeBand,YoungAdult,1.25
theatre,1700,,AgeBand,Adult,1.20
theatre,1700,,AgeBand,OlderAdult,1.00
theatre,1700,,AgeBand,Elderly,0.75
concerts_and_opera,1700,,AgeBand,Child,0.60
concerts_and_opera,1700,,AgeBand,Adolescent,0.85
concerts_and_opera,1700,,AgeBand,YoungAdult,1.25
concerts_and_opera,1700,,AgeBand,Adult,1.20
concerts_and_opera,1700,,AgeBand,OlderAdult,1.00
concerts_and_opera,1700,,AgeBand,Elderly,0.75
walking,1700,,AgeBand,Child,1.10
walking,1700,,AgeBand,Adolescent,1.10
walking,1700,,AgeBand,YoungAdult,1.00
walking,1700,,AgeBand,Adult,1.00
walking,1700,,AgeBand,OlderAdult,1.00
walking,1700,,AgeBand,Elderly,0.90
skittles,1700,,AgeBand,Child,0.60
skittles,1700,,AgeBand,Adolescent,0.85
skittles,1700,,AgeBand,YoungAdult,1.25
skittles,1700,,AgeBand,Adult,1.20
skittles,1700,,AgeBand,OlderAdult,1.00
skittles,1700,,AgeBand,Elderly,0.75
swimming,1700,,AgeBand,Child,1.10
swimming,1700,,AgeBand,Adolescent,1.35
swimming,1700,,AgeBand,YoungAdult,1.30
swimming,1700,,AgeBand,Adult,0.95
swimming,1700,,AgeBand,OlderAdult,0.55
swimming,1700,,AgeBand,Elderly,0.25
ice_skating,1700,,AgeBand,Child,1.10
ice_skating,1700,,AgeBand,Adolescent,1.35
ice_skating,1700,,AgeBand,YoungAdult,1.30
ice_skating,1700,,AgeBand,Adult,0.95
ice_skating,1700,,AgeBand,OlderAdult,0.55
ice_skating,1700,,AgeBand,Elderly,0.25
fencing,1700,,AgeBand,Adolescent,1.35
fencing,1700,,AgeBand,YoungAdult,1.30
fencing,1700,,AgeBand,Adult,0.95
fencing,1700,,AgeBand,OlderAdult,0.55
fencing,1700,,AgeBand,Elderly,0.25
foraging,1700,,AgeBand,Child,1.00
foraging,1700,,AgeBand,Adolescent,1.20
foraging,1700,,AgeBand,YoungAdult,1.20
foraging,1700,,AgeBand,Adult,1.05
foraging,1700,,AgeBand,OlderAdult,0.80
foraging,1700,,AgeBand,Elderly,0.55
amateur_astronomy,1700,,AgeBand,Child,0.75
amateur_astronomy,1700,,AgeBand,Adolescent,0.90
amateur_astronomy,1700,,AgeBand,YoungAdult,1.00
amateur_astronomy,1700,,AgeBand,Adult,1.15
amateur_astronomy,1700,,AgeBand,OlderAdult,1.25
amateur_astronomy,1700,,AgeBand,Elderly,1.15
natural_history,1750,,AgeBand,Child,0.75
natural_history,1750,,AgeBand,Adolescent,0.90
natural_history,1750,,AgeBand,YoungAdult,1.00
natural_history,1750,,AgeBand,Adult,1.15
natural_history,1750,,AgeBand,OlderAdult,1.25
natural_history,1750,,AgeBand,Elderly,1.15
collecting_curiosities,1750,,AgeBand,Child,0.75
collecting_curiosities,1750,,AgeBand,Adolescent,0.90
collecting_curiosities,1750,,AgeBand,YoungAdult,1.00
collecting_curiosities,1750,,AgeBand,Adult,1.15
collecting_curiosities,1750,,AgeBand,OlderAdult,1.25
collecting_curiosities,1750,,AgeBand,Elderly,1.15
billiards,1800,,AgeBand,Adolescent,0.85
billiards,1800,,AgeBand,YoungAdult,1.25
billiards,1800,,AgeBand,Adult,1.20
billiards,1800,,AgeBand,OlderAdult,1.00
billiards,1800,,AgeBand,Elderly,0.75
boxing,1800,,AgeBand,Adolescent,1.35
boxing,1800,,AgeBand,YoungAdult,1.30
boxing,1800,,AgeBand,Adult,0.95
boxing,1800,,AgeBand,OlderAdult,0.55
boxing,1800,,AgeBand,Elderly,0.25
rowing,1800,,AgeBand,Adolescent,1.35
rowing,1800,,AgeBand,YoungAdult,1.30
rowing,1800,,AgeBand,Adult,0.95
rowing,1800,,AgeBand,OlderAdult,0.55
rowing,1800,,AgeBand,Elderly,0.25
mountaineering,1850,,AgeBand,Adolescent,1.35
mountaineering,1850,,AgeBand,YoungAdult,1.30
mountaineering,1850,,AgeBand,Adult,0.95
mountaineering,1850,,AgeBand,OlderAdult,0.55
mountaineering,1850,,AgeBand,Elderly,0.25
photography,1850,,AgeBand,Adolescent,1.10
photography,1850,,AgeBand,YoungAdult,1.00
photography,1850,,AgeBand,Adult,1.00
photography,1850,,AgeBand,OlderAdult,1.00
photography,1850,,AgeBand,Elderly,0.90
gymnastics,1850,,AgeBand,Child,1.10
gymnastics,1850,,AgeBand,Adolescent,1.35
gymnastics,1850,,AgeBand,YoungAdult,1.30
gymnastics,1850,,AgeBand,Adult,0.95
gymnastics,1850,,AgeBand,OlderAdult,0.55
gymnastics,1850,,AgeBand,Elderly,0.25
stamp_collecting,1860,,AgeBand,Child,1.35
stamp_collecting,1860,,AgeBand,Adolescent,1.20
stamp_collecting,1860,,AgeBand,YoungAdult,0.90
stamp_collecting,1860,,AgeBand,Adult,0.75
stamp_collecting,1860,,AgeBand,OlderAdult,0.60
stamp_collecting,1860,,AgeBand,Elderly,0.50
cycling,1880,,AgeBand,Child,1.10
cycling,1880,,AgeBand,Adolescent,1.35
cycling,1880,,AgeBand,YoungAdult,1.30
cycling,1880,,AgeBand,Adult,0.95
cycling,1880,,AgeBand,OlderAdult,0.55
cycling,1880,,AgeBand,Elderly,0.25
tennis,1880,,AgeBand,Child,1.10
tennis,1880,,AgeBand,Adolescent,1.35
tennis,1880,,AgeBand,YoungAdult,1.30
tennis,1880,,AgeBand,Adult,0.95
tennis,1880,,AgeBand,OlderAdult,0.55
tennis,1880,,AgeBand,Elderly,0.25
football,1890,,AgeBand,Child,1.10
football,1890,,AgeBand,Adolescent,1.35
football,1890,,AgeBand,YoungAdult,1.30
football,1890,,AgeBand,Adult,0.95
football,1890,,AgeBand,OlderAdult,0.55
football,1890,,AgeBand,Elderly,0.25
model_building,1900,,AgeBand,Child,1.35
model_building,1900,,AgeBand,Adolescent,1.20
model_building,1900,,AgeBand,YoungAdult,0.90
model_building,1900,,AgeBand,Adult,0.75
model_building,1900,,AgeBand,OlderAdult,0.60
model_building,1900,,AgeBand,Elderly,0.50
skiing,1900,,AgeBand,Child,1.10
skiing,1900,,AgeBand,Adolescent,1.35
skiing,1900,,AgeBand,YoungAdult,1.30
skiing,1900,,AgeBand,Adult,0.95
skiing,1900,,AgeBand,OlderAdult,0.55
skiing,1900,,AgeBand,Elderly,0.25
table_tennis,1900,,AgeBand,Child,1.10
table_tennis,1900,,AgeBand,Adolescent,1.35
table_tennis,1900,,AgeBand,YoungAdult,1.30
table_tennis,1900,,AgeBand,Adult,0.95
table_tennis,1900,,AgeBand,OlderAdult,0.55
table_tennis,1900,,AgeBand,Elderly,0.25
motoring,1905,,AgeBand,YoungAdult,1.25
motoring,1905,,AgeBand,Adult,1.20
motoring,1905,,AgeBand,OlderAdult,1.00
motoring,1905,,AgeBand,Elderly,0.75
cinema,1910,,AgeBand,Child,1.10
cinema,1910,,AgeBand,Adolescent,1.10
cinema,1910,,AgeBand,YoungAdult,1.00
cinema,1910,,AgeBand,Adult,1.00
cinema,1910,,AgeBand,OlderAdult,1.00
cinema,1910,,AgeBand,Elderly,0.90
camping,1920,,AgeBand,Child,1.00
camping,1920,,AgeBand,Adolescent,1.20
camping,1920,,AgeBand,YoungAdult,1.20
camping,1920,,AgeBand,Adult,1.05
camping,1920,,AgeBand,OlderAdult,0.80
camping,1920,,AgeBand,Elderly,0.55
crosswords,1920,,AgeBand,Child,0.75
crosswords,1920,,AgeBand,Adolescent,0.90
crosswords,1920,,AgeBand,YoungAdult,1.00
crosswords,1920,,AgeBand,Adult,1.15
crosswords,1920,,AgeBand,OlderAdult,1.25
crosswords,1920,,AgeBand,Elderly,1.15
record_collecting,1920,,AgeBand,Child,0.75
record_collecting,1920,,AgeBand,Adolescent,0.90
record_collecting,1920,,AgeBand,YoungAdult,1.00
record_collecting,1920,,AgeBand,Adult,1.15
record_collecting,1920,,AgeBand,OlderAdult,1.25
record_collecting,1920,,AgeBand,Elderly,1.15
radio_listening,1925,,AgeBand,Child,1.10
radio_listening,1925,,AgeBand,Adolescent,1.10
radio_listening,1925,,AgeBand,YoungAdult,1.00
radio_listening,1925,,AgeBand,Adult,1.00
radio_listening,1925,,AgeBand,OlderAdult,1.00
radio_listening,1925,,AgeBand,Elderly,0.90
amateur_radio,1930,,AgeBand,Adolescent,1.40
amateur_radio,1930,,AgeBand,YoungAdult,1.30
amateur_radio,1930,,AgeBand,Adult,0.95
amateur_radio,1930,,AgeBand,OlderAdult,0.55
amateur_radio,1930,,AgeBand,Elderly,0.30
home_projects,1950,,AgeBand,Adolescent,0.90
home_projects,1950,,AgeBand,YoungAdult,1.00
home_projects,1950,,AgeBand,Adult,1.15
home_projects,1950,,AgeBand,OlderAdult,1.25
home_projects,1950,,AgeBand,Elderly,1.15
television,1955,,AgeBand,Child,1.10
television,1955,,AgeBand,Adolescent,1.10
television,1955,,AgeBand,YoungAdult,1.00
television,1955,,AgeBand,Adult,1.00
television,1955,,AgeBand,OlderAdult,1.00
television,1955,,AgeBand,Elderly,0.90
jogging,1970,,AgeBand,Child,1.10
jogging,1970,,AgeBand,Adolescent,1.35
jogging,1970,,AgeBand,YoungAdult,1.30
jogging,1970,,AgeBand,Adult,0.95
jogging,1970,,AgeBand,OlderAdult,0.55
jogging,1970,,AgeBand,Elderly,0.25
role_playing_games,1975,,AgeBand,Child,1.35
role_playing_games,1975,,AgeBand,Adolescent,1.20
role_playing_games,1975,,AgeBand,YoungAdult,0.90
role_playing_games,1975,,AgeBand,Adult,0.75
role_playing_games,1975,,AgeBand,OlderAdult,0.60
role_playing_games,1975,,AgeBand,Elderly,0.50
fitness_training,1980,,AgeBand,Adolescent,1.35
fitness_training,1980,,AgeBand,YoungAdult,1.30
fitness_training,1980,,AgeBand,Adult,0.95
fitness_training,1980,,AgeBand,OlderAdult,0.55
fitness_training,1980,,AgeBand,Elderly,0.25
computer_tinkering,1980,,AgeBand,Child,1.20
computer_tinkering,1980,,AgeBand,Adolescent,1.40
computer_tinkering,1980,,AgeBand,YoungAdult,1.30
computer_tinkering,1980,,AgeBand,Adult,0.95
computer_tinkering,1980,,AgeBand,OlderAdult,0.55
computer_tinkering,1980,,AgeBand,Elderly,0.30
video_games,1980,,AgeBand,Child,1.20
video_games,1980,,AgeBand,Adolescent,1.40
video_games,1980,,AgeBand,YoungAdult,1.30
video_games,1980,,AgeBand,Adult,0.95
video_games,1980,,AgeBand,OlderAdult,0.55
video_games,1980,,AgeBand,Elderly,0.30
programming,1980,,AgeBand,Child,1.20
programming,1980,,AgeBand,Adolescent,1.40
programming,1980,,AgeBand,YoungAdult,1.30
programming,1980,,AgeBand,Adult,0.95
programming,1980,,AgeBand,OlderAdult,0.55
programming,1980,,AgeBand,Elderly,0.30
internet_browsing,1995,,AgeBand,Child,1.20
internet_browsing,1995,,AgeBand,Adolescent,1.40
internet_browsing,1995,,AgeBand,YoungAdult,1.30
internet_browsing,1995,,AgeBand,Adult,0.95
internet_browsing,1995,,AgeBand,OlderAdult,0.55
internet_browsing,1995,,AgeBand,Elderly,0.30
blogging,2000,,AgeBand,Child,1.20
blogging,2000,,AgeBand,Adolescent,1.40
blogging,2000,,AgeBand,YoungAdult,1.30
blogging,2000,,AgeBand,Adult,0.95
blogging,2000,,AgeBand,OlderAdult,0.55
blogging,2000,,AgeBand,Elderly,0.30
social_media,2005,,AgeBand,Child,1.20
social_media,2005,,AgeBand,Adolescent,1.40
social_media,2005,,AgeBand,YoungAdult,1.30
social_media,2005,,AgeBand,Adult,0.95
social_media,2005,,AgeBand,OlderAdult,0.55
social_media,2005,,AgeBand,Elderly,0.30
podcasts,2005,,AgeBand,Child,1.20
podcasts,2005,,AgeBand,Adolescent,1.40
podcasts,2005,,AgeBand,YoungAdult,1.30
podcasts,2005,,AgeBand,Adult,0.95
podcasts,2005,,AgeBand,OlderAdult,0.55
podcasts,2005,,AgeBand,Elderly,0.30
religious_devotion,1700,,AgeBand,Child,1.10
religious_devotion,1700,,AgeBand,Adolescent,1.10
religious_devotion,1700,,AgeBand,YoungAdult,1.00
religious_devotion,1700,,AgeBand,Adult,1.00
religious_devotion,1700,,AgeBand,OlderAdult,1.00
religious_devotion,1700,,AgeBand,Elderly,0.90
community_and_charity,1700,,AgeBand,Child,0.60
community_and_charity,1700,,AgeBand,Adolescent,0.85
community_and_charity,1700,,AgeBand,YoungAdult,1.25
community_and_charity,1700,,AgeBand,Adult,1.20
community_and_charity,1700,,AgeBand,OlderAdult,1.00
community_and_charity,1700,,AgeBand,Elderly,0.75
family_history,1700,,AgeBand,Adolescent,0.90
family_history,1700,,AgeBand,YoungAdult,1.00
family_history,1700,,AgeBand,Adult,1.15
family_history,1700,,AgeBand,OlderAdult,1.25
family_history,1700,,AgeBand,Elderly,1.15
language_learning,1700,,AgeBand,Child,1.10
language_learning,1700,,AgeBand,Adolescent,1.10
language_learning,1700,,AgeBand,YoungAdult,1.00
language_learning,1700,,AgeBand,Adult,1.00
language_learning,1700,,AgeBand,OlderAdult,1.00
language_learning,1700,,AgeBand,Elderly,0.90
animal_keeping,1700,,AgeBand,Child,1.10
animal_keeping,1700,,AgeBand,Adolescent,1.10
animal_keeping,1700,,AgeBand,YoungAdult,1.00
animal_keeping,1700,,AgeBand,Adult,1.00
animal_keeping,1700,,AgeBand,OlderAdult,1.00
animal_keeping,1700,,AgeBand,Elderly,0.90
travel_and_sightseeing,1800,,AgeBand,Adolescent,0.85
travel_and_sightseeing,1800,,AgeBand,YoungAdult,1.25
travel_and_sightseeing,1800,,AgeBand,Adult,1.20
travel_and_sightseeing,1800,,AgeBand,OlderAdult,1.00
travel_and_sightseeing,1800,,AgeBand,Elderly,0.75
hiking,1850,,AgeBand,Child,1.00
hiking,1850,,AgeBand,Adolescent,1.20
hiking,1850,,AgeBand,YoungAdult,1.20
hiking,1850,,AgeBand,Adult,1.05
hiking,1850,,AgeBand,OlderAdult,0.80
hiking,1850,,AgeBand,Elderly,0.55
birdwatching,1850,,AgeBand,Child,0.75
birdwatching,1850,,AgeBand,Adolescent,0.90
birdwatching,1850,,AgeBand,YoungAdult,1.00
birdwatching,1850,,AgeBand,Adult,1.15
birdwatching,1850,,AgeBand,OlderAdult,1.25
birdwatching,1850,,AgeBand,Elderly,1.15
dancing,1700,1899,Sex,Male,0.75
dancing,1700,1899,Sex,Female,1.50
dancing,1900,1945,Sex,Male,0.80
dancing,1900,1945,Sex,Female,1.40
dancing,1946,1989,Sex,Male,0.90
dancing,1946,1989,Sex,Female,1.25
dancing,1990,,Sex,Male,0.95
dancing,1990,,Sex,Female,1.10
chess,1700,1899,Sex,Male,1.50
chess,1700,1899,Sex,Female,0.75
chess,1900,1945,Sex,Male,1.40
chess,1900,1945,Sex,Female,0.80
chess,1946,1989,Sex,Male,1.25
chess,1946,1989,Sex,Female,0.90
chess,1990,,Sex,Male,1.10
chess,1990,,Sex,Female,0.95
card_games,1700,1899,Sex,Male,1.50
card_games,1700,1899,Sex,Female,0.75
card_games,1900,1945,Sex,Male,1.40
card_games,1900,1945,Sex,Female,0.80
card_games,1946,1989,Sex,Male,1.25
card_games,1946,1989,Sex,Female,0.90
card_games,1990,,Sex,Male,1.10
card_games,1990,,Sex,Female,0.95
gardening,1700,1899,Sex,Male,0.75
gardening,1700,1899,Sex,Female,1.50
gardening,1900,1945,Sex,Male,0.80
gardening,1900,1945,Sex,Female,1.40
gardening,1946,1989,Sex,Male,0.90
gardening,1946,1989,Sex,Female,1.25
gardening,1990,,Sex,Male,0.95
gardening,1990,,Sex,Female,1.10
fishing,1700,1899,Sex,Male,1.50
fishing,1700,1899,Sex,Female,0.75
fishing,1900,1945,Sex,Male,1.40
fishing,1900,1945,Sex,Female,0.80
fishing,1946,1989,Sex,Male,1.25
fishing,1946,1989,Sex,Female,0.90
fishing,1990,,Sex,Male,1.10
fishing,1990,,Sex,Female,0.95
hunting,1700,1899,Sex,Male,2.30
hunting,1700,1899,Sex,Female,0.40
hunting,1900,1945,Sex,Male,2.00
hunting,1900,1945,Sex,Female,0.50
hunting,1946,1989,Sex,Male,1.60
hunting,1946,1989,Sex,Female,0.70
hunting,1990,,Sex,Male,1.25
hunting,1990,,Sex,Female,0.90
target_shooting,1700,1899,Sex,Male,2.30
target_shooting,1700,1899,Sex,Female,0.40
target_shooting,1900,1945,Sex,Male,2.00
target_shooting,1900,1945,Sex,Female,0.50
target_shooting,1946,1989,Sex,Male,1.60
target_shooting,1946,1989,Sex,Female,0.70
target_shooting,1990,,Sex,Male,1.25
target_shooting,1990,,Sex,Female,0.90
horse_riding,1700,1899,Sex,Male,1.50
horse_riding,1700,1899,Sex,Female,0.75
horse_riding,1900,1945,Sex,Male,1.40
horse_riding,1900,1945,Sex,Female,0.80
horse_riding,1946,1989,Sex,Male,1.25
horse_riding,1946,1989,Sex,Female,0.90
horse_riding,1990,,Sex,Male,1.10
horse_riding,1990,,Sex,Female,0.95
woodcarving,1700,1899,Sex,Male,1.50
woodcarving,1700,1899,Sex,Female,0.75
woodcarving,1900,1945,Sex,Male,1.40
woodcarving,1900,1945,Sex,Female,0.80
woodcarving,1946,1989,Sex,Male,1.25
woodcarving,1946,1989,Sex,Female,0.90
woodcarving,1990,,Sex,Male,1.10
woodcarving,1990,,Sex,Female,0.95
needlework,1700,1899,Sex,Male,0.40
needlework,1700,1899,Sex,Female,2.30
needlework,1900,1945,Sex,Male,0.50
needlework,1900,1945,Sex,Female,2.00
needlework,1946,1989,Sex,Male,0.70
needlework,1946,1989,Sex,Female,1.60
needlework,1990,,Sex,Male,0.90
needlework,1990,,Sex,Female,1.25
embroidery,1700,1899,Sex,Male,0.40
embroidery,1700,1899,Sex,Female,2.30
embroidery,1900,1945,Sex,Male,0.50
embroidery,1900,1945,Sex,Female,2.00
embroidery,1946,1989,Sex,Male,0.70
embroidery,1946,1989,Sex,Female,1.60
embroidery,1990,,Sex,Male,0.90
embroidery,1990,,Sex,Female,1.25
knitting,1700,1899,Sex,Male,0.40
knitting,1700,1899,Sex,Female,2.30
knitting,1900,1945,Sex,Male,0.50
knitting,1900,1945,Sex,Female,2.00
knitting,1946,1989,Sex,Male,0.70
knitting,1946,1989,Sex,Female,1.60
knitting,1990,,Sex,Male,0.90
knitting,1990,,Sex,Female,1.25
cooking_and_baking,1700,1899,Sex,Male,0.75
cooking_and_baking,1700,1899,Sex,Female,1.50
cooking_and_baking,1900,1945,Sex,Male,0.80
cooking_and_baking,1900,1945,Sex,Female,1.40
cooking_and_baking,1946,1989,Sex,Male,0.90
cooking_and_baking,1946,1989,Sex,Female,1.25
cooking_and_baking,1990,,Sex,Male,0.95
cooking_and_baking,1990,,Sex,Female,1.10
social_visiting,1700,1899,Sex,Male,0.75
social_visiting,1700,1899,Sex,Female,1.50
social_visiting,1900,1945,Sex,Male,0.80
social_visiting,1900,1945,Sex,Female,1.40
social_visiting,1946,1989,Sex,Male,0.90
social_visiting,1946,1989,Sex,Female,1.25
social_visiting,1990,,Sex,Male,0.95
social_visiting,1990,,Sex,Female,1.10
tavern_games,1700,1899,Sex,Male,2.30
tavern_games,1700,1899,Sex,Female,0.40
tavern_games,1900,1945,Sex,Male,2.00
tavern_games,1900,1945,Sex,Female,0.50
tavern_games,1946,1989,Sex,Male,1.60
tavern_games,1946,1989,Sex,Female,0.70
tavern_games,1990,,Sex,Male,1.25
tavern_games,1990,,Sex,Female,0.90
skittles,1700,1899,Sex,Male,1.50
skittles,1700,1899,Sex,Female,0.75
skittles,1900,1945,Sex,Male,1.40
skittles,1900,1945,Sex,Female,0.80
skittles,1946,1989,Sex,Male,1.25
skittles,1946,1989,Sex,Female,0.90
skittles,1990,,Sex,Male,1.10
skittles,1990,,Sex,Female,0.95
fencing,1700,1899,Sex,Male,2.30
fencing,1700,1899,Sex,Female,0.40
fencing,1900,1945,Sex,Male,2.00
fencing,1900,1945,Sex,Female,0.50
fencing,1946,1989,Sex,Male,1.60
fencing,1946,1989,Sex,Female,0.70
fencing,1990,,Sex,Male,1.25
fencing,1990,,Sex,Female,0.90
amateur_astronomy,1700,1899,Sex,Male,1.50
amateur_astronomy,1700,1899,Sex,Female,0.75
amateur_astronomy,1900,1945,Sex,Male,1.40
amateur_astronomy,1900,1945,Sex,Female,0.80
amateur_astronomy,1946,1989,Sex,Male,1.25
amateur_astronomy,1946,1989,Sex,Female,0.90
amateur_astronomy,1990,,Sex,Male,1.10
amateur_astronomy,1990,,Sex,Female,0.95
natural_history,1750,1899,Sex,Male,1.50
natural_history,1750,1899,Sex,Female,0.75
natural_history,1900,1945,Sex,Male,1.40
natural_history,1900,1945,Sex,Female,0.80
natural_history,1946,1989,Sex,Male,1.25
natural_history,1946,1989,Sex,Female,0.90
natural_history,1990,,Sex,Male,1.10
natural_history,1990,,Sex,Female,0.95
billiards,1800,1899,Sex,Male,2.30
billiards,1800,1899,Sex,Female,0.40
billiards,1900,1945,Sex,Male,2.00
billiards,1900,1945,Sex,Female,0.50
billiards,1946,1989,Sex,Male,1.60
billiards,1946,1989,Sex,Female,0.70
billiards,1990,,Sex,Male,1.25
billiards,1990,,Sex,Female,0.90
boxing,1800,1899,Sex,Male,2.30
boxing,1800,1899,Sex,Female,0.40
boxing,1900,1945,Sex,Male,2.00
boxing,1900,1945,Sex,Female,0.50
boxing,1946,1989,Sex,Male,1.60
boxing,1946,1989,Sex,Female,0.70
