ItemId,StartYear,EndYear,Dimension,Value,WeightMultiplier
masonry,1700,1899,Sex,Female,0.35
masonry,1900,1945,Sex,Male,2.10
masonry,1900,1945,Sex,Female,0.45
masonry,1946,1989,Sex,Male,1.60
masonry,1946,1989,Sex,Female,0.70
masonry,1990,,Sex,Male,1.25
masonry,1990,,Sex,Female,0.90
pottery_ceramics,1700,,AgeBand,Child,0.70
pottery_ceramics,1700,,AgeBand,Adolescent,1.35
pottery_ceramics,1700,,AgeBand,YoungAdult,1.20
pottery_ceramics,1700,,AgeBand,Adult,1.00
pottery_ceramics,1700,,AgeBand,OlderAdult,0.80
pottery_ceramics,1700,,AgeBand,Elderly,0.50
pottery_ceramics,1700,,Temperament,Melancholic,1.20
pottery_ceramics,1700,,Temperament,Phlegmatic,1.10
glassworking,1700,,AgeBand,Child,0.70
glassworking,1700,,AgeBand,Adolescent,1.35
glassworking,1700,,AgeBand,YoungAdult,1.20
glassworking,1700,,AgeBand,Adult,1.00
glassworking,1700,,AgeBand,OlderAdult,0.80
glassworking,1700,,AgeBand,Elderly,0.50
glassworking,1700,,Temperament,Melancholic,1.20
glassworking,1700,,Temperament,Phlegmatic,1.10
glassworking,1700,1899,Sex,Male,2.40
glassworking,1700,1899,Sex,Female,0.35
glassworking,1900,1945,Sex,Male,2.10
glassworking,1900,1945,Sex,Female,0.45
glassworking,1946,1989,Sex,Male,1.60
glassworking,1946,1989,Sex,Female,0.70
glassworking,1990,,Sex,Male,1.25
glassworking,1990,,Sex,Female,0.90
tailoring_sewing,1700,,AgeBand,Child,0.90
tailoring_sewing,1700,,AgeBand,Adolescent,1.30
tailoring_sewing,1700,,AgeBand,YoungAdult,1.15
tailoring_sewing,1700,,AgeBand,Adult,1.00
tailoring_sewing,1700,,AgeBand,OlderAdult,0.85
tailoring_sewing,1700,,AgeBand,Elderly,0.60
tailoring_sewing,1700,,Temperament,Melancholic,1.20
tailoring_sewing,1700,,Temperament,Phlegmatic,1.10
tailoring_sewing,1700,1899,Sex,Male,0.35
tailoring_sewing,1700,1899,Sex,Female,2.40
tailoring_sewing,1900,1945,Sex,Male,0.45
tailoring_sewing,1900,1945,Sex,Female,2.10
tailoring_sewing,1946,1989,Sex,Male,0.70
tailoring_sewing,1946,1989,Sex,Female,1.60
tailoring_sewing,1990,,Sex,Male,0.90
tailoring_sewing,1990,,Sex,Female,1.25
weaving_textiles,1700,,AgeBand,Child,0.90
weaving_textiles,1700,,AgeBand,Adolescent,1.30
weaving_textiles,1700,,AgeBand,YoungAdult,1.15
weaving_textiles,1700,,AgeBand,Adult,1.00
weaving_textiles,1700,,AgeBand,OlderAdult,0.85
weaving_textiles,1700,,AgeBand,Elderly,0.60
weaving_textiles,1700,,Temperament,Phlegmatic,1.20
weaving_textiles,1700,,Temperament,Melancholic,1.10
weaving_textiles,1700,1899,Sex,Male,0.35
weaving_textiles,1700,1899,Sex,Female,2.40
weaving_textiles,1900,1945,Sex,Male,0.45
weaving_textiles,1900,1945,Sex,Female,2.10
weaving_textiles,1946,1989,Sex,Male,0.70
weaving_textiles,1946,1989,Sex,Female,1.60
weaving_textiles,1990,,Sex,Male,0.90
weaving_textiles,1990,,Sex,Female,1.25
leatherworking_shoemaking,1700,,AgeBand,Child,0.60
leatherworking_shoemaking,1700,,AgeBand,Adolescent,1.40
leatherworking_shoemaking,1700,,AgeBand,YoungAdult,1.25
leatherworking_shoemaking,1700,,AgeBand,Adult,0.90
leatherworking_shoemaking,1700,,AgeBand,OlderAdult,0.60
leatherworking_shoemaking,1700,,AgeBand,Elderly,0.35
leatherworking_shoemaking,1700,,Temperament,Phlegmatic,1.20
leatherworking_shoemaking,1700,,Temperament,Choleric,1.10
leatherworking_shoemaking,1700,1899,Sex,Male,2.40
leatherworking_shoemaking,1700,1899,Sex,Female,0.35
leatherworking_shoemaking,1900,1945,Sex,Male,2.10
leatherworking_shoemaking,1900,1945,Sex,Female,0.45
leatherworking_shoemaking,1946,1989,Sex,Male,1.60
leatherworking_shoemaking,1946,1989,Sex,Female,0.70
leatherworking_shoemaking,1990,,Sex,Male,1.25
leatherworking_shoemaking,1990,,Sex,Female,0.90
jewellery_watchmaking,1700,,AgeBand,Child,0.70
jewellery_watchmaking,1700,,AgeBand,Adolescent,1.35
jewellery_watchmaking,1700,,AgeBand,YoungAdult,1.20
jewellery_watchmaking,1700,,AgeBand,Adult,1.00
jewellery_watchmaking,1700,,AgeBand,OlderAdult,0.80
jewellery_watchmaking,1700,,AgeBand,Elderly,0.50
jewellery_watchmaking,1700,,Temperament,Melancholic,1.20
jewellery_watchmaking,1700,,Temperament,Sanguine,1.10
jewellery_watchmaking,1700,1899,Sex,Male,1.50
jewellery_watchmaking,1700,1899,Sex,Female,0.75
jewellery_watchmaking,1900,1945,Sex,Male,1.40
jewellery_watchmaking,1900,1945,Sex,Female,0.80
jewellery_watchmaking,1946,1989,Sex,Male,1.25
jewellery_watchmaking,1946,1989,Sex,Female,0.90
jewellery_watchmaking,1990,,Sex,Male,1.10
jewellery_watchmaking,1990,,Sex,Female,0.95
printing_bookbinding,1700,,AgeBand,Child,0.70
printing_bookbinding,1700,,AgeBand,Adolescent,1.35
printing_bookbinding,1700,,AgeBand,YoungAdult,1.20
printing_bookbinding,1700,,AgeBand,Adult,1.00
printing_bookbinding,1700,,AgeBand,OlderAdult,0.80
printing_bookbinding,1700,,AgeBand,Elderly,0.50
printing_bookbinding,1700,,Temperament,Melancholic,1.20
printing_bookbinding,1700,,Temperament,Phlegmatic,1.10
printing_bookbinding,1700,1899,Sex,Male,1.50
printing_bookbinding,1700,1899,Sex,Female,0.75
printing_bookbinding,1900,1945,Sex,Male,1.40
printing_bookbinding,1900,1945,Sex,Female,0.80
printing_bookbinding,1946,1989,Sex,Male,1.25
printing_bookbinding,1946,1989,Sex,Female,0.90
printing_bookbinding,1990,,Sex,Male,1.10
printing_bookbinding,1990,,Sex,Female,0.95
baking_confectionery,1700,,AgeBand,Child,0.90
baking_confectionery,1700,,AgeBand,Adolescent,1.30
baking_confectionery,1700,,AgeBand,YoungAdult,1.15
baking_confectionery,1700,,AgeBand,Adult,1.00
baking_confectionery,1700,,AgeBand,OlderAdult,0.85
baking_confectionery,1700,,AgeBand,Elderly,0.60
baking_confectionery,1700,,Temperament,Phlegmatic,1.20
baking_confectionery,1700,,Temperament,Sanguine,1.10
baking_confectionery,1700,1899,Sex,Male,0.75
baking_confectionery,1700,1899,Sex,Female,1.50
baking_confectionery,1900,1945,Sex,Male,0.80
baking_confectionery,1900,1945,Sex,Female,1.40
baking_confectionery,1946,1989,Sex,Male,0.90
baking_confectionery,1946,1989,Sex,Female,1.25
baking_confectionery,1990,,Sex,Male,0.95
baking_confectionery,1990,,Sex,Female,1.10
food_processing_preservation,1700,,AgeBand,Child,0.90
food_processing_preservation,1700,,AgeBand,Adolescent,1.30
food_processing_preservation,1700,,AgeBand,YoungAdult,1.15
food_processing_preservation,1700,,AgeBand,Adult,1.00
food_processing_preservation,1700,,AgeBand,OlderAdult,0.85
food_processing_preservation,1700,,AgeBand,Elderly,0.60
food_processing_preservation,1700,,Temperament,Phlegmatic,1.20
food_processing_preservation,1700,,Temperament,Choleric,1.10
food_processing_preservation,1700,1899,Sex,Male,0.75
food_processing_preservation,1700,1899,Sex,Female,1.50
food_processing_preservation,1900,1945,Sex,Male,0.80
food_processing_preservation,1900,1945,Sex,Female,1.40
food_processing_preservation,1946,1989,Sex,Male,0.90
food_processing_preservation,1946,1989,Sex,Female,1.25
food_processing_preservation,1990,,Sex,Male,0.95
food_processing_preservation,1990,,Sex,Female,1.10
hairdressing_cosmetics,1700,,AgeBand,Child,0.70
hairdressing_cosmetics,1700,,AgeBand,Adolescent,1.35
hairdressing_cosmetics,1700,,AgeBand,YoungAdult,1.20
hairdressing_cosmetics,1700,,AgeBand,Adult,1.00
hairdressing_cosmetics,1700,,AgeBand,OlderAdult,0.80
hairdressing_cosmetics,1700,,AgeBand,Elderly,0.50
hairdressing_cosmetics,1700,,Temperament,Sanguine,1.20
hairdressing_cosmetics,1700,,Temperament,Phlegmatic,1.10
shipwrighting,1700,,AgeBand,Child,0.30
shipwrighting,1700,,AgeBand,Adolescent,1.30
shipwrighting,1700,,AgeBand,YoungAdult,1.35
shipwrighting,1700,,AgeBand,Adult,0.90
shipwrighting,1700,,AgeBand,OlderAdult,0.50
shipwrighting,1700,,AgeBand,Elderly,0.20
shipwrighting,1700,,Temperament,Choleric,1.20
shipwrighting,1700,,Temperament,Phlegmatic,1.10
shipwrighting,1700,1899,Sex,Male,2.40
shipwrighting,1700,1899,Sex,Female,0.35
shipwrighting,1900,1945,Sex,Male,2.10
shipwrighting,1900,1945,Sex,Female,0.45
shipwrighting,1946,1989,Sex,Male,1.60
shipwrighting,1946,1989,Sex,Female,0.70
shipwrighting,1990,,Sex,Male,1.25
shipwrighting,1990,,Sex,Female,0.90
photography,1840,,AgeBand,Child,0.70
photography,1840,,AgeBand,Adolescent,1.35
photography,1840,,AgeBand,YoungAdult,1.20
photography,1840,,AgeBand,Adult,1.00
photography,1840,,AgeBand,OlderAdult,0.80
photography,1840,,AgeBand,Elderly,0.50
photography,1840,,Temperament,Melancholic,1.20
photography,1840,,Temperament,Sanguine,1.10
photography,1840,1899,Sex,Male,1.50
photography,1840,1899,Sex,Female,0.75
photography,1900,1945,Sex,Male,1.40
photography,1900,1945,Sex,Female,0.80
photography,1946,1989,Sex,Male,1.25
photography,1946,1989,Sex,Female,0.90
photography,1990,,Sex,Male,1.10
photography,1990,,Sex,Female,0.95
plumbing,1850,,AgeBand,Child,0.60
plumbing,1850,,AgeBand,Adolescent,1.40
plumbing,1850,,AgeBand,YoungAdult,1.25
plumbing,1850,,AgeBand,Adult,0.90
plumbing,1850,,AgeBand,OlderAdult,0.60
plumbing,1850,,AgeBand,Elderly,0.35
plumbing,1850,,Temperament,Phlegmatic,1.20
plumbing,1850,,Temperament,Choleric,1.10
plumbing,1850,1899,Sex,Male,2.40
plumbing,1850,1899,Sex,Female,0.35
plumbing,1900,1945,Sex,Male,2.10
plumbing,1900,1945,Sex,Female,0.45
plumbing,1946,1989,Sex,Male,1.60
plumbing,1946,1989,Sex,Female,0.70
plumbing,1990,,Sex,Male,1.25
plumbing,1990,,Sex,Female,0.90
machining,1850,,AgeBand,Adolescent,1.25
machining,1850,,AgeBand,YoungAdult,1.40
machining,1850,,AgeBand,Adult,1.00
machining,1850,,AgeBand,OlderAdult,0.55
machining,1850,,AgeBand,Elderly,0.20
machining,1850,,Temperament,Melancholic,1.20
machining,1850,,Temperament,Phlegmatic,1.10
machining,1850,1899,Sex,Male,2.40
machining,1850,1899,Sex,Female,0.35
machining,1900,1945,Sex,Male,2.10
machining,1900,1945,Sex,Female,0.45
machining,1946,1989,Sex,Male,1.60
machining,1946,1989,Sex,Female,0.70
machining,1990,,Sex,Male,1.25
machining,1990,,Sex,Female,0.90
mechanical_repair,1850,,AgeBand,Child,0.40
mechanical_repair,1850,,AgeBand,Adolescent,1.25
mechanical_repair,1850,,AgeBand,YoungAdult,1.40
mechanical_repair,1850,,AgeBand,Adult,1.00
mechanical_repair,1850,,AgeBand,OlderAdult,0.55
mechanical_repair,1850,,AgeBand,Elderly,0.20
mechanical_repair,1850,,Temperament,Phlegmatic,1.20
mechanical_repair,1850,,Temperament,Melancholic,1.10
mechanical_repair,1850,1899,Sex,Male,2.40
mechanical_repair,1850,1899,Sex,Female,0.35
mechanical_repair,1900,1945,Sex,Male,2.10
mechanical_repair,1900,1945,Sex,Female,0.45
mechanical_repair,1946,1989,Sex,Male,1.60
mechanical_repair,1946,1989,Sex,Female,0.70
mechanical_repair,1990,,Sex,Male,1.25
mechanical_repair,1990,,Sex,Female,0.90
electrical_work,1880,,AgeBand,Adolescent,1.25
electrical_work,1880,,AgeBand,YoungAdult,1.40
electrical_work,1880,,AgeBand,Adult,1.00
electrical_work,1880,,AgeBand,OlderAdult,0.55
electrical_work,1880,,AgeBand,Elderly,0.20
electrical_work,1880,,Temperament,Melancholic,1.20
electrical_work,1880,,Temperament,Phlegmatic,1.10
electrical_work,1880,1899,Sex,Male,2.40
electrical_work,1880,1899,Sex,Female,0.35
electrical_work,1900,1945,Sex,Male,2.10
electrical_work,1900,1945,Sex,Female,0.45
electrical_work,1946,1989,Sex,Male,1.60
electrical_work,1946,1989,Sex,Female,0.70
electrical_work,1990,,Sex,Male,1.25
electrical_work,1990,,Sex,Female,0.90
automotive_repair,1900,,AgeBand,Adolescent,1.25
automotive_repair,1900,,AgeBand,YoungAdult,1.40
automotive_repair,1900,,AgeBand,Adult,1.00
automotive_repair,1900,,AgeBand,OlderAdult,0.55
automotive_repair,1900,,AgeBand,Elderly,0.20
automotive_repair,1900,,Temperament,Choleric,1.20
automotive_repair,1900,,Temperament,Phlegmatic,1.10
automotive_repair,1900,1945,Sex,Male,2.10
automotive_repair,1900,1945,Sex,Female,0.45
automotive_repair,1946,1989,Sex,Male,1.60
automotive_repair,1946,1989,Sex,Female,0.70
automotive_repair,1990,,Sex,Male,1.25
automotive_repair,1990,,Sex,Female,0.90
welding_metal_fabrication,1900,,AgeBand,Adolescent,1.30
welding_metal_fabrication,1900,,AgeBand,YoungAdult,1.35
welding_metal_fabrication,1900,,AgeBand,Adult,0.90
welding_metal_fabrication,1900,,AgeBand,OlderAdult,0.50
welding_metal_fabrication,1900,,AgeBand,Elderly,0.20
welding_metal_fabrication,1900,,Temperament,Choleric,1.20
welding_metal_fabrication,1900,,Temperament,Phlegmatic,1.10
welding_metal_fabrication,1900,1945,Sex,Male,2.10
welding_metal_fabrication,1900,1945,Sex,Female,0.45
welding_metal_fabrication,1946,1989,Sex,Male,1.60
welding_metal_fabrication,1946,1989,Sex,Female,0.70
welding_metal_fabrication,1990,,Sex,Male,1.25
welding_metal_fabrication,1990,,Sex,Female,0.90
radio_electronics,1920,,AgeBand,Child,0.40
radio_electronics,1920,,AgeBand,Adolescent,1.25
radio_electronics,1920,,AgeBand,YoungAdult,1.40
radio_electronics,1920,,AgeBand,Adult,1.00
radio_electronics,1920,,AgeBand,OlderAdult,0.55
radio_electronics,1920,,AgeBand,Elderly,0.20
radio_electronics,1920,,Temperament,Melancholic,1.20
radio_electronics,1920,,Temperament,Phlegmatic,1.10
radio_electronics,1920,1945,Sex,Male,1.40
radio_electronics,1920,1945,Sex,Female,0.80
radio_electronics,1946,1989,Sex,Male,1.25
radio_electronics,1946,1989,Sex,Female,0.90
radio_electronics,1990,,Sex,Male,1.10
radio_electronics,1990,,Sex,Female,0.95
aircraft_maintenance,1930,,AgeBand,Adolescent,1.25
aircraft_maintenance,1930,,AgeBand,YoungAdult,1.40
aircraft_maintenance,1930,,AgeBand,Adult,1.00
aircraft_maintenance,1930,,AgeBand,OlderAdult,0.55
aircraft_maintenance,1930,,AgeBand,Elderly,0.20
aircraft_maintenance,1930,,Temperament,Choleric,1.20
aircraft_maintenance,1930,,Temperament,Melancholic,1.10
aircraft_maintenance,1930,1945,Sex,Male,2.10
aircraft_maintenance,1930,1945,Sex,Female,0.45
aircraft_maintenance,1946,1989,Sex,Male,1.60
aircraft_maintenance,1946,1989,Sex,Female,0.70
aircraft_maintenance,1990,,Sex,Male,1.25
aircraft_maintenance,1990,,Sex,Female,0.90
plastics_fabrication,1950,,AgeBand,Adolescent,1.25
plastics_fabrication,1950,,AgeBand,YoungAdult,1.40
plastics_fabrication,1950,,AgeBand,Adult,1.00
plastics_fabrication,1950,,AgeBand,OlderAdult,0.55
plastics_fabrication,1950,,AgeBand,Elderly,0.20
plastics_fabrication,1950,,Temperament,Phlegmatic,1.20
plastics_fabrication,1950,,Temperament,Melancholic,1.10
plastics_fabrication,1950,1989,Sex,Male,1.25
plastics_fabrication,1950,1989,Sex,Female,0.90
plastics_fabrication,1990,,Sex,Male,1.10
plastics_fabrication,1990,,Sex,Female,0.95
computer_hardware_repair,1970,,AgeBand,Child,0.40
computer_hardware_repair,1970,,AgeBand,Adolescent,1.25
computer_hardware_repair,1970,,AgeBand,YoungAdult,1.40
computer_hardware_repair,1970,,AgeBand,Adult,1.00
computer_hardware_repair,1970,,AgeBand,OlderAdult,0.55
computer_hardware_repair,1970,,AgeBand,Elderly,0.20
computer_hardware_repair,1970,,Temperament,Melancholic,1.20
computer_hardware_repair,1970,,Temperament,Phlegmatic,1.10
computer_hardware_repair,1970,1989,Sex,Male,1.25
computer_hardware_repair,1970,1989,Sex,Female,0.90
computer_hardware_repair,1990,,Sex,Male,1.10
computer_hardware_repair,1990,,Sex,Female,0.95
hairdressing_cosmetics,1700,1899,Sex,Male,1.10
hairdressing_cosmetics,1700,1899,Sex,Female,0.90
hairdressing_cosmetics,1900,1945,Sex,Male,0.80
hairdressing_cosmetics,1900,1945,Sex,Female,1.40
hairdressing_cosmetics,1946,1989,Sex,Male,0.85
hairdressing_cosmetics,1946,1989,Sex,Female,1.30
hairdressing_cosmetics,1990,,Sex,Male,0.95
hairdressing_cosmetics,1990,,Sex,Female,1.10
shipwrighting,1700,,SettlementClass,SmallTown,0.25
shipwrighting,1700,,SettlementClass,Town,1.00
shipwrighting,1700,,SettlementClass,City,1.25
shipwrighting,1700,,SettlementClass,MajorCity,1.25
printing_bookbinding,1700,,SettlementClass,SmallTown,0.55
printing_bookbinding,1700,,SettlementClass,Town,1.00
printing_bookbinding,1700,,SettlementClass,City,1.25
printing_bookbinding,1700,,SettlementClass,MajorCity,1.35
jewellery_watchmaking,1700,,SettlementClass,SmallTown,0.60
jewellery_watchmaking,1700,,SettlementClass,Town,1.00
jewellery_watchmaking,1700,,SettlementClass,City,1.20
jewellery_watchmaking,1700,,SettlementClass,MajorCity,1.30
photography,1840,,SettlementClass,SmallTown,0.70
photography,1840,,SettlementClass,Town,1.00
photography,1840,,SettlementClass,City,1.15
photography,1840,,SettlementClass,MajorCity,1.20
machining,1850,,SettlementClass,SmallTown,0.60
machining,1850,,SettlementClass,Town,1.00
machining,1850,,SettlementClass,City,1.15
machining,1850,,SettlementClass,MajorCity,1.20
electrical_work,1880,,SettlementClass,SmallTown,0.70
electrical_work,1880,,SettlementClass,Town,1.00
electrical_work,1880,,SettlementClass,City,1.15
electrical_work,1880,,SettlementClass,MajorCity,1.20
radio_electronics,1920,,SettlementClass,SmallTown,0.65
radio_electronics,1920,,SettlementClass,Town,1.00
radio_electronics,1920,,SettlementClass,City,1.20
radio_electronics,1920,,SettlementClass,MajorCity,1.30
aircraft_maintenance,1930,,SettlementClass,SmallTown,0.20
aircraft_maintenance,1930,,SettlementClass,Town,0.80
aircraft_maintenance,1930,,SettlementClass,City,1.25
aircraft_maintenance,1930,,SettlementClass,MajorCity,1.35
computer_hardware_repair,1970,,SettlementClass,SmallTown,0.70
computer_hardware_repair,1970,,SettlementClass,Town,1.00
computer_hardware_repair,1970,,SettlementClass,City,1.20
computer_hardware_repair,1970,,SettlementClass,MajorCity,1.30
