ItemId,StartYear,EndYear,Dimension,Value,WeightMultiplier
pneumonia,1700,,AgeBand,Elderly,2.0
tuberculosis,1700,,AgeBand,Adolescent,1.2
tuberculosis,1700,,AgeBand,YoungAdult,1.5
tuberculosis,1700,,AgeBand,Adult,1.2
appendicitis,1700,,AgeBand,Child,1.2
appendicitis,1700,,AgeBand,Adolescent,1.7
appendicitis,1700,,AgeBand,YoungAdult,1.4
appendicitis,1700,,AgeBand,Adult,0.8
appendicitis,1700,,AgeBand,OlderAdult,0.5
appendicitis,1700,,AgeBand,Elderly,0.3
asthma,1700,,AgeBand,Child,1.6
asthma,1700,,AgeBand,Adolescent,1.4
asthma,1700,,AgeBand,YoungAdult,1.1
asthma,1700,,AgeBand,OlderAdult,0.8
asthma,1700,,AgeBand,Elderly,0.75
epilepsy,1700,,AgeBand,Child,1.4
epilepsy,1700,,AgeBand,Adolescent,1.2
arthritis,1700,,AgeBand,OlderAdult,1.6
arthritis,1700,,AgeBand,Elderly,2.0
hypertension,1700,,AgeBand,Adult,1.1
hypertension,1700,,AgeBand,OlderAdult,1.6
hypertension,1700,,AgeBand,Elderly,1.9
diabetes,1700,,AgeBand,Adult,1.1
diabetes,1700,,AgeBand,OlderAdult,1.4
diabetes,1700,,AgeBand,Elderly,1.4
heart_disease,1700,,AgeBand,Adult,1.1
heart_disease,1700,,AgeBand,OlderAdult,1.6
heart_disease,1700,,AgeBand,Elderly,1.8
chronic_kidney_disease,1700,,AgeBand,OlderAdult,1.5
chronic_kidney_disease,1700,,AgeBand,Elderly,1.8
cancer,1700,,AgeBand,OlderAdult,1.4
cancer,1700,,AgeBand,Elderly,1.6
heart_attack,1700,,AgeBand,OlderAdult,1.5
heart_attack,1700,,AgeBand,Elderly,1.8
stroke,1700,,AgeBand,OlderAdult,1.5
stroke,1700,,AgeBand,Elderly,1.9
smallpox,1700,1979,AgeBand,Infant,1.3
smallpox,1700,1979,AgeBand,Child,1.4
typhoid_fever,1700,,AgeBand,YoungAdult,1.2
typhoid_fever,1700,,AgeBand,Adult,1.1
polio,1700,2002,AgeBand,Infant,2.0
polio,1700,2002,AgeBand,Child,3.0
polio,1700,2002,AgeBand,Adolescent,1.2
polio,1700,2002,AgeBand,YoungAdult,0.6
polio,1700,2002,AgeBand,Adult,0.3
polio,1700,2002,AgeBand,OlderAdult,0.2
polio,1700,2002,AgeBand,Elderly,0.2
dementia,1700,,AgeBand,OlderAdult,0.5
dementia,1700,,AgeBand,Elderly,3.0
chronic_lung_disease,1700,,AgeBand,OlderAdult,1.4
chronic_lung_disease,1700,,AgeBand,Elderly,1.5
chronic_liver_disease,1700,,AgeBand,Adult,1.1
chronic_liver_disease,1700,,AgeBand,OlderAdult,1.3
urinary_tract_infection,1700,,Sex,Male,0.4
urinary_tract_infection,1700,,Sex,Female,2.0
migraines,1700,,Sex,Male,0.8
migraines,1700,,Sex,Female,1.5
heart_disease,1700,,Sex,Male,1.15
heart_disease,1700,,Sex,Female,0.95
heart_attack,1700,,Sex,Male,1.25
heart_attack,1700,,Sex,Female,0.85
chronic_lung_disease,1700,,Sex,Male,1.15
chronic_lung_disease,1700,,Sex,Female,0.9
chronic_liver_disease,1700,,Sex,Male,1.25
chronic_liver_disease,1700,,Sex,Female,0.85
depression,1700,,Temperament,Melancholic,1.6
depression,1700,,Temperament,Phlegmatic,0.9
depression,1700,,Temperament,Sanguine,0.8
depression,1700,,Temperament,Choleric,1.15
anxiety,1700,,Temperament,Melancholic,1.3
anxiety,1700,,Temperament,Phlegmatic,0.85
anxiety,1700,,Temperament,Sanguine,0.8
anxiety,1700,,Temperament,Choleric,1.5
alcoholism,1700,,Temperament,Melancholic,1.15
alcoholism,1700,,Temperament,Phlegmatic,0.75
alcoholism,1700,,Temperament,Sanguine,0.9
alcoholism,1700,,Temperament,Choleric,1.5
drug_dependence,1800,,Temperament,Melancholic,1.2
drug_dependence,1800,,Temperament,Phlegmatic,0.8
drug_dependence,1800,,Temperament,Sanguine,0.9
drug_dependence,1800,,Temperament,Choleric,1.4
alcoholism,1700,,Morals,Good,0.8
alcoholism,1700,,Morals,Neutral,1.0
alcoholism,1700,,Morals,Evil,1.2
drug_dependence,1800,,Morals,Good,0.75
drug_dependence,1800,,Morals,Neutral,1.0
drug_dependence,1800,,Morals,Evil,1.25
depression,1700,,Sex,Male,0.95
depression,1700,,Sex,Female,1.1
anxiety,1700,,Sex,Male,0.9
anxiety,1700,,Sex,Female,1.15
alcoholism,1700,1945,Sex,Male,1.35
alcoholism,1700,1945,Sex,Female,0.75
alcoholism,1946,1989,Sex,Male,1.2
alcoholism,1946,1989,Sex,Female,0.9
alcoholism,1990,,Sex,Male,1.1
alcoholism,1990,,Sex,Female,0.95
drug_dependence,1800,1945,Sex,Male,1.25
drug_dependence,1800,1945,Sex,Female,0.8
drug_dependence,1946,1989,Sex,Male,1.15
drug_dependence,1946,1989,Sex,Female,0.9
drug_dependence,1990,,Sex,Male,1.05
drug_dependence,1990,,Sex,Female,0.95
