ItemId,StartYear,EndYear,Dimension,Value,WeightMultiplier
fraud,1700,,AgeBand,Elderly,0.7
embezzlement,1700,,AgeBand,YoungAdult,0.7
embezzlement,1700,,AgeBand,Adult,1.4
embezzlement,1700,,AgeBand,OlderAdult,1.2
embezzlement,1700,,AgeBand,Elderly,0.6
robbery,1700,,AgeBand,YoungAdult,1.4
robbery,1700,,AgeBand,Adult,0.9
robbery,1700,,AgeBand,OlderAdult,0.4
robbery,1700,,AgeBand,Elderly,0.2
aggravated_assault,1700,,AgeBand,YoungAdult,1.4
aggravated_assault,1700,,AgeBand,Adult,1.0
aggravated_assault,1700,,AgeBand,OlderAdult,0.5
aggravated_assault,1700,,AgeBand,Elderly,0.25
arson,1700,,AgeBand,YoungAdult,1.2
arson,1700,,AgeBand,Adult,1.0
arson,1700,,AgeBand,OlderAdult,0.6
arson,1700,,AgeBand,Elderly,0.35
manslaughter,1700,,AgeBand,YoungAdult,1.2
manslaughter,1700,,AgeBand,Adult,1.0
manslaughter,1700,,AgeBand,OlderAdult,0.6
manslaughter,1700,,AgeBand,Elderly,0.35
kidnapping,1700,,AgeBand,YoungAdult,1.1
kidnapping,1700,,AgeBand,Adult,1.2
kidnapping,1700,,AgeBand,OlderAdult,0.6
kidnapping,1700,,AgeBand,Elderly,0.3
murder,1700,,AgeBand,YoungAdult,1.1
murder,1700,,AgeBand,Adult,1.0
murder,1700,,AgeBand,OlderAdult,0.6
murder,1700,,AgeBand,Elderly,0.35
pickpocketing,1700,,AgeBand,YoungAdult,1.4
pickpocketing,1700,,AgeBand,Adult,1.0
pickpocketing,1700,,AgeBand,OlderAdult,0.5
pickpocketing,1700,,AgeBand,Elderly,0.3
poaching,1700,,AgeBand,YoungAdult,1.1
poaching,1700,,AgeBand,Adult,1.0
poaching,1700,,AgeBand,OlderAdult,0.8
poaching,1700,,AgeBand,Elderly,0.5
counterfeiting,1700,,AgeBand,YoungAdult,0.8
counterfeiting,1700,,AgeBand,Adult,1.3
counterfeiting,1700,,AgeBand,OlderAdult,1.0
counterfeiting,1700,,AgeBand,Elderly,0.6
bribery,1700,,AgeBand,YoungAdult,0.7
bribery,1700,,AgeBand,Adult,1.4
bribery,1700,,AgeBand,OlderAdult,1.1
bribery,1700,,AgeBand,Elderly,0.65
extortion,1700,,AgeBand,YoungAdult,1.2
extortion,1700,,AgeBand,Adult,1.1
extortion,1700,,AgeBand,OlderAdult,0.6
extortion,1700,,AgeBand,Elderly,0.3
tax_evasion,1700,,AgeBand,YoungAdult,0.7
tax_evasion,1700,,AgeBand,Adult,1.4
tax_evasion,1700,,AgeBand,OlderAdult,1.2
tax_evasion,1700,,AgeBand,Elderly,0.7
transport_theft,1700,,AgeBand,YoungAdult,1.5
transport_theft,1700,,AgeBand,Adult,0.9
transport_theft,1700,,AgeBand,OlderAdult,0.4
transport_theft,1700,,AgeBand,Elderly,0.2
narcotics_trade,1800,,AgeBand,YoungAdult,1.3
narcotics_trade,1800,,AgeBand,Adult,1.1
narcotics_trade,1800,,AgeBand,OlderAdult,0.5
narcotics_trade,1800,,AgeBand,Elderly,0.25
cybercrime,1980,,AgeBand,YoungAdult,1.5
cybercrime,1980,,AgeBand,Adult,1.1
cybercrime,1980,,AgeBand,OlderAdult,0.5
cybercrime,1980,,AgeBand,Elderly,0.2
brawling,1700,,Sex,Male,1.2
brawling,1700,,Sex,Female,0.75
robbery,1700,,Sex,Male,1.15
robbery,1700,,Sex,Female,0.8
aggravated_assault,1700,,Sex,Male,1.2
aggravated_assault,1700,,Sex,Female,0.75
arson,1700,,Sex,Male,1.1
arson,1700,,Sex,Female,0.85
manslaughter,1700,,Sex,Male,1.15
manslaughter,1700,,Sex,Female,0.8
kidnapping,1700,,Sex,Male,1.1
kidnapping,1700,,Sex,Female,0.85
murder,1700,,Sex,Male,1.1
murder,1700,,Sex,Female,0.85
poaching,1700,,Sex,Male,1.15
poaching,1700,,Sex,Female,0.8
transport_theft,1700,,Sex,Male,1.15
transport_theft,1700,,Sex,Female,0.8
narcotics_trade,1800,,Sex,Male,1.1
narcotics_trade,1800,,Sex,Female,0.9
bribery,1700,,Sex,Male,1.05
bribery,1700,,Sex,Female,0.95
embezzlement,1700,,Sex,Male,1.05
embezzlement,1700,,Sex,Female,0.95
cybercrime,1980,,Sex,Male,1.05
cybercrime,1980,,Sex,Female,0.95
vandalism,1700,,Temperament,Choleric,1.35
vandalism,1700,,Temperament,Phlegmatic,0.8
brawling,1700,,Temperament,Choleric,1.5
brawling,1700,,Temperament,Sanguine,1.1
brawling,1700,,Temperament,Melancholic,0.8
brawling,1700,,Temperament,Phlegmatic,0.75
petty_theft,1700,,Temperament,Sanguine,1.1
burglary,1700,,Temperament,Melancholic,1.1
burglary,1700,,Temperament,Phlegmatic,1.05
smuggling,1700,,Temperament,Sanguine,1.15
smuggling,1700,,Temperament,Choleric,1.1
fraud,1700,,Temperament,Melancholic,1.15
fraud,1700,,Temperament,Sanguine,1.1
embezzlement,1700,,Temperament,Melancholic,1.15
embezzlement,1700,,Temperament,Phlegmatic,1.1
robbery,1700,,Temperament,Choleric,1.4
robbery,1700,,Temperament,Phlegmatic,0.8
aggravated_assault,1700,,Temperament,Choleric,1.5
aggravated_assault,1700,,Temperament,Melancholic,0.8
aggravated_assault,1700,,Temperament,Phlegmatic,0.75
arson,1700,,Temperament,Choleric,1.35
arson,1700,,Temperament,Melancholic,1.1
manslaughter,1700,,Temperament,Choleric,1.3
kidnapping,1700,,Temperament,Choleric,1.2
kidnapping,1700,,Temperament,Melancholic,1.1
murder,1700,,Temperament,Choleric,1.35
pickpocketing,1700,,Temperament,Sanguine,1.2
pickpocketing,1700,,Temperament,Phlegmatic,0.9
poaching,1700,,Temperament,Phlegmatic,1.1
poaching,1700,,Temperament,Choleric,1.1
counterfeiting,1700,,Temperament,Melancholic,1.2
counterfeiting,1700,,Temperament,Phlegmatic,1.1
bribery,1700,,Temperament,Sanguine,1.2
bribery,1700,,Temperament,Choleric,1.1
extortion,1700,,Temperament,Choleric,1.4
extortion,1700,,Temperament,Sanguine,1.1
tax_evasion,1700,,Temperament,Melancholic,1.15
tax_evasion,1700,,Temperament,Phlegmatic,1.15
transport_theft,1700,,Temperament,Choleric,1.2
transport_theft,1700,,Temperament,Melancholic,1.1
narcotics_trade,1800,,Temperament,Choleric,1.2
narcotics_trade,1800,,Temperament,Sanguine,1.15
cybercrime,1980,,Temperament,Melancholic,1.25
cybercrime,1980,,Temperament,Phlegmatic,1.1
robbery,1700,,Morals,Good,0.55
robbery,1700,,Morals,Evil,1.4
aggravated_assault,1700,,Morals,Good,0.55
aggravated_assault,1700,,Morals,Evil,1.4
arson,1700,,Morals,Good,0.55
arson,1700,,Morals,Evil,1.4
manslaughter,1700,,Morals,Good,0.55
manslaughter,1700,,Morals,Evil,1.4
kidnapping,1700,,Morals,Good,0.55
kidnapping,1700,,Morals,Evil,1.4
murder,1700,,Morals,Good,0.55
murder,1700,,Morals,Evil,1.4
extortion,1700,,Morals,Good,0.55
extortion,1700,,Morals,Evil,1.4
fraud,1700,,Morals,Good,0.75
fraud,1700,,Morals,Evil,1.2
embezzlement,1700,,Morals,Good,0.75
embezzlement,1700,,Morals,Evil,1.2
counterfeiting,1700,,Morals,Good,0.75
counterfeiting,1700,,Morals,Evil,1.2
bribery,1700,,Morals,Good,0.75
bribery,1700,,Morals,Evil,1.2
tax_evasion,1700,,Morals,Good,0.75
tax_evasion,1700,,Morals,Evil,1.2
narcotics_trade,1800,,Morals,Good,0.75
narcotics_trade,1800,,Morals,Evil,1.2
cybercrime,1980,,Morals,Good,0.75
cybercrime,1980,,Morals,Evil,1.2
petty_theft,1700,,SettlementClass,SmallTown,0.75
petty_theft,1700,,SettlementClass,Town,1.0
petty_theft,1700,,SettlementClass,City,1.2
petty_theft,1700,,SettlementClass,MajorCity,1.35
burglary,1700,,SettlementClass,SmallTown,0.85
burglary,1700,,SettlementClass,Town,1.0
burglary,1700,,SettlementClass,City,1.15
burglary,1700,,SettlementClass,MajorCity,1.25
fraud,1700,,SettlementClass,SmallTown,0.7
fraud,1700,,SettlementClass,Town,0.9
fraud,1700,,SettlementClass,City,1.2
fraud,1700,,SettlementClass,MajorCity,1.4
embezzlement,1700,,SettlementClass,SmallTown,0.7
embezzlement,1700,,SettlementClass,Town,0.9
embezzlement,1700,,SettlementClass,City,1.2
embezzlement,1700,,SettlementClass,MajorCity,1.35
pickpocketing,1700,,SettlementClass,SmallTown,0.55
pickpocketing,1700,,SettlementClass,Town,0.9
pickpocketing,1700,,SettlementClass,City,1.4
pickpocketing,1700,,SettlementClass,MajorCity,1.6
poaching,1700,,SettlementClass,SmallTown,1.5
poaching,1700,,SettlementClass,Town,1.1
poaching,1700,,SettlementClass,City,0.6
poaching,1700,,SettlementClass,MajorCity,0.4
counterfeiting,1700,,SettlementClass,SmallTown,0.7
counterfeiting,1700,,SettlementClass,Town,0.9
counterfeiting,1700,,SettlementClass,City,1.2
counterfeiting,1700,,SettlementClass,MajorCity,1.35
bribery,1700,,SettlementClass,SmallTown,0.75
bribery,1700,,SettlementClass,Town,0.95
bribery,1700,,SettlementClass,City,1.2
bribery,1700,,SettlementClass,MajorCity,1.3
tax_evasion,1700,,SettlementClass,SmallTown,0.75
tax_evasion,1700,,SettlementClass,Town,0.95
tax_evasion,1700,,SettlementClass,City,1.1
tax_evasion,1700,,SettlementClass,MajorCity,1.2
narcotics_trade,1800,,SettlementClass,SmallTown,0.6
narcotics_trade,1800,,SettlementClass,Town,0.85
narcotics_trade,1800,,SettlementClass,City,1.2
narcotics_trade,1800,,SettlementClass,MajorCity,1.4
cybercrime,1980,,SettlementClass,SmallTown,0.65
cybercrime,1980,,SettlementClass,Town,0.85
cybercrime,1980,,SettlementClass,City,1.2
cybercrime,1980,,SettlementClass,MajorCity,1.4
transport_theft,1700,1899,SettlementClass,SmallTown,1.3
transport_theft,1700,1899,SettlementClass,Town,1.1
transport_theft,1700,1899,SettlementClass,City,0.9
transport_theft,1700,1899,SettlementClass,MajorCity,0.8
transport_theft,1900,,SettlementClass,SmallTown,0.7
transport_theft,1900,,SettlementClass,Town,0.9
transport_theft,1900,,SettlementClass,City,1.2
transport_theft,1900,,SettlementClass,MajorCity,1.4
