ItemId,StartYear,EndYear,Dimension,Value,WeightMultiplier
rare.water_accident,1700,,AgeBand,Elderly,0.45
rare.animal_accident,1700,,AgeBand,Child,1.10
rare.animal_accident,1700,,AgeBand,Adolescent,1.20
rare.animal_accident,1700,,AgeBand,YoungAdult,1.15
rare.animal_accident,1700,,AgeBand,Adult,1.00
rare.animal_accident,1700,,AgeBand,OlderAdult,0.75
rare.animal_accident,1700,,AgeBand,Elderly,0.55
rare.craft_setback,1700,,AgeBand,Adolescent,1.10
rare.craft_setback,1700,,AgeBand,YoungAdult,1.25
rare.craft_setback,1700,,AgeBand,Adult,1.10
rare.craft_setback,1700,,AgeBand,OlderAdult,0.80
rare.craft_setback,1700,,AgeBand,Elderly,0.40
rare.scholarship,1800,,AgeBand,Child,0.60
rare.scholarship,1800,,AgeBand,Adolescent,1.40
rare.scholarship,1800,,AgeBand,YoungAdult,1.20
rare.professional_recognition,1700,,AgeBand,YoungAdult,0.85
rare.professional_recognition,1700,,AgeBand,Adult,1.30
rare.professional_recognition,1700,,AgeBand,OlderAdult,1.20
rare.professional_recognition,1700,,AgeBand,Elderly,0.55
rare.patronage,1700,,AgeBand,YoungAdult,0.85
rare.patronage,1700,,AgeBand,Adult,1.30
rare.patronage,1700,,AgeBand,OlderAdult,1.20
rare.patronage,1700,,AgeBand,Elderly,0.55
rare.prize_award,1850,,AgeBand,YoungAdult,0.85
rare.prize_award,1850,,AgeBand,Adult,1.30
rare.prize_award,1850,,AgeBand,OlderAdult,1.20
rare.prize_award,1850,,AgeBand,Elderly,0.55
rare.craft_commission,1700,,AgeBand,Adolescent,1.10
rare.craft_commission,1700,,AgeBand,YoungAdult,1.25
rare.craft_commission,1700,,AgeBand,Adult,1.10
rare.craft_commission,1700,,AgeBand,OlderAdult,0.80
rare.craft_commission,1700,,AgeBand,Elderly,0.40
rare.assault,1700,1945,Sex,Male,1.20
rare.assault,1700,1945,Sex,Female,0.85
rare.assault,1946,1989,Sex,Male,1.15
rare.assault,1946,1989,Sex,Female,0.90
rare.assault,1990,,Sex,Male,1.08
rare.assault,1990,,Sex,Female,0.95
rare.workplace_accident,1700,1945,Sex,Male,1.25
rare.workplace_accident,1700,1945,Sex,Female,0.75
rare.workplace_accident,1946,1989,Sex,Male,1.15
rare.workplace_accident,1946,1989,Sex,Female,0.88
rare.workplace_accident,1990,,Sex,Male,1.05
rare.workplace_accident,1990,,Sex,Female,0.95
rare.traffic_accident,1700,1945,Sex,Male,1.20
rare.traffic_accident,1700,1945,Sex,Female,0.80
rare.traffic_accident,1946,1989,Sex,Male,1.15
rare.traffic_accident,1946,1989,Sex,Female,0.88
rare.traffic_accident,1990,,Sex,Male,1.05
rare.traffic_accident,1990,,Sex,Female,0.95
rare.water_accident,1700,1945,Sex,Male,1.15
rare.water_accident,1700,1945,Sex,Female,0.85
rare.water_accident,1946,1989,Sex,Male,1.10
rare.water_accident,1946,1989,Sex,Female,0.90
rare.water_accident,1990,,Sex,Male,1.05
rare.water_accident,1990,,Sex,Female,0.95
rare.animal_accident,1700,1945,Sex,Male,1.15
rare.animal_accident,1700,1945,Sex,Female,0.85
rare.animal_accident,1946,1989,Sex,Male,1.08
rare.animal_accident,1946,1989,Sex,Female,0.92
rare.animal_accident,1990,,Sex,Male,1.03
rare.animal_accident,1990,,Sex,Female,0.97
rare.scholarship,1800,1899,Sex,Male,1.25
rare.scholarship,1800,1899,Sex,Female,0.65
rare.scholarship,1900,1945,Sex,Male,1.15
rare.scholarship,1900,1945,Sex,Female,0.80
rare.scholarship,1946,1989,Sex,Male,1.05
rare.scholarship,1946,1989,Sex,Female,0.95
rare.scholarship,1990,,Sex,Male,1.00
rare.scholarship,1990,,Sex,Female,1.00
rare.professional_recognition,1700,1899,Sex,Male,1.20
rare.professional_recognition,1700,1899,Sex,Female,0.70
rare.professional_recognition,1900,1945,Sex,Male,1.15
rare.professional_recognition,1900,1945,Sex,Female,0.80
rare.professional_recognition,1946,1989,Sex,Male,1.05
rare.professional_recognition,1946,1989,Sex,Female,0.95
rare.professional_recognition,1990,,Sex,Male,1.00
rare.professional_recognition,1990,,Sex,Female,1.00
rare.patronage,1700,1899,Sex,Male,1.15
rare.patronage,1700,1899,Sex,Female,0.80
rare.patronage,1900,1945,Sex,Male,1.10
rare.patronage,1900,1945,Sex,Female,0.90
rare.patronage,1946,,Sex,Male,1.00
rare.patronage,1946,,Sex,Female,1.00
rare.prize_award,1850,1945,Sex,Male,1.15
rare.prize_award,1850,1945,Sex,Female,0.80
rare.prize_award,1946,1989,Sex,Male,1.05
rare.prize_award,1946,1989,Sex,Female,0.95
rare.prize_award,1990,,Sex,Male,1.00
rare.prize_award,1990,,Sex,Female,1.00
rare.assault,1700,,Temperament,Choleric,1.20
rare.assault,1700,,Temperament,Phlegmatic,0.90
rare.traffic_accident,1700,,Temperament,Choleric,1.20
rare.traffic_accident,1700,,Temperament,Phlegmatic,0.90
rare.serious_fall,1700,,Temperament,Choleric,1.10
rare.serious_fall,1700,,Temperament,Phlegmatic,0.95
rare.water_accident,1700,,Temperament,Choleric,1.15
rare.water_accident,1700,,Temperament,Phlegmatic,0.90
rare.animal_accident,1700,,Temperament,Choleric,1.15
rare.animal_accident,1700,,Temperament,Phlegmatic,0.90
rare.scholarship,1800,,Temperament,Melancholic,1.20
rare.scholarship,1800,,Temperament,Phlegmatic,1.05
rare.professional_recognition,1700,,Temperament,Choleric,1.15
rare.professional_recognition,1700,,Temperament,Sanguine,1.15
rare.professional_recognition,1700,,Temperament,Melancholic,1.05
rare.patronage,1700,,Temperament,Sanguine,1.20
rare.patronage,1700,,Temperament,Melancholic,1.10
rare.prize_award,1850,,Temperament,Melancholic,1.10
rare.prize_award,1850,,Temperament,Sanguine,1.10
rare.craft_commission,1700,,Temperament,Phlegmatic,1.10
rare.craft_commission,1700,,Temperament,Melancholic,1.10
rare.craft_setback,1700,,Temperament,Choleric,1.10
rare.burglary,1700,,SettlementClass,SmallTown,0.70
rare.burglary,1700,,SettlementClass,Town,1.00
rare.burglary,1700,,SettlementClass,City,1.30
rare.burglary,1700,,SettlementClass,MajorCity,1.50
rare.storm_flood,1700,,SettlementClass,SmallTown,1.20
rare.storm_flood,1700,,SettlementClass,Town,1.10
rare.storm_flood,1700,,SettlementClass,City,1.00
rare.storm_flood,1700,,SettlementClass,MajorCity,0.90
rare.legal_dispute,1700,,SettlementClass,SmallTown,0.80
rare.legal_dispute,1700,,SettlementClass,Town,1.00
rare.legal_dispute,1700,,SettlementClass,City,1.15
rare.legal_dispute,1700,,SettlementClass,MajorCity,1.25
rare.local_epidemic,1700,,SettlementClass,SmallTown,0.80
rare.local_epidemic,1700,,SettlementClass,Town,1.00
rare.local_epidemic,1700,,SettlementClass,City,1.30
rare.local_epidemic,1700,,SettlementClass,MajorCity,1.50
rare.assault,1700,,SettlementClass,SmallTown,0.75
rare.assault,1700,,SettlementClass,Town,1.00
rare.assault,1700,,SettlementClass,City,1.20
rare.assault,1700,,SettlementClass,MajorCity,1.35
rare.mugging,1700,,SettlementClass,SmallTown,0.60
rare.mugging,1700,,SettlementClass,Town,0.90
rare.mugging,1700,,SettlementClass,City,1.35
rare.mugging,1700,,SettlementClass,MajorCity,1.55
rare.fraud,1700,,SettlementClass,SmallTown,0.70
rare.fraud,1700,,SettlementClass,Town,0.95
rare.fraud,1700,,SettlementClass,City,1.20
rare.fraud,1700,,SettlementClass,MajorCity,1.35
rare.wrongful_arrest,1700,,SettlementClass,SmallTown,0.80
rare.wrongful_arrest,1700,,SettlementClass,Town,1.00
rare.wrongful_arrest,1700,,SettlementClass,City,1.15
rare.wrongful_arrest,1700,,SettlementClass,MajorCity,1.20
rare.patronage,1700,,SettlementClass,SmallTown,0.60
rare.patronage,1700,,SettlementClass,Town,0.85
rare.patronage,1700,,SettlementClass,City,1.25
rare.patronage,1700,,SettlementClass,MajorCity,1.40
rare.prize_award,1850,,SettlementClass,SmallTown,0.65
rare.prize_award,1850,,SettlementClass,Town,0.90
rare.prize_award,1850,,SettlementClass,City,1.20
rare.prize_award,1850,,SettlementClass,MajorCity,1.35
