ItemId,StartYear,EndYear,Dimension,Value,WeightMultiplier
business_process_outsourcing,1995,,AgeBand,OlderAdult,0.90
business_process_outsourcing,1995,,Temperament,Sanguine,1.20
business_process_outsourcing,1995,,Temperament,Phlegmatic,1.10
e_commerce,2000,,AgeBand,YoungAdult,1.05
e_commerce,2000,,AgeBand,Adult,1.05
e_commerce,2000,,AgeBand,OlderAdult,0.90
e_commerce,2000,,Temperament,Sanguine,1.20
e_commerce,2000,,Temperament,Choleric,1.10
digital_media,2000,,AgeBand,YoungAdult,1.15
digital_media,2000,,AgeBand,Adult,1.05
digital_media,2000,,AgeBand,OlderAdult,0.80
digital_media,2000,,Temperament,Sanguine,1.20
digital_media,2000,,Temperament,Melancholic,1.10
cybersecurity,2005,,AgeBand,YoungAdult,1.30
cybersecurity,2005,,AgeBand,Adult,1.00
cybersecurity,2005,,AgeBand,OlderAdult,0.65
cybersecurity,2005,,Temperament,Melancholic,1.20
cybersecurity,2005,,Temperament,Phlegmatic,1.10
renewable_energy,2000,,AgeBand,YoungAdult,1.10
renewable_energy,2000,,AgeBand,Adult,1.10
renewable_energy,2000,,AgeBand,OlderAdult,0.85
renewable_energy,2000,,Temperament,Phlegmatic,1.20
renewable_energy,2000,,Temperament,Choleric,1.10
public_administration,1700,,AgeBand,YoungAdult,0.95
public_administration,1700,,AgeBand,Adult,1.15
public_administration,1700,,AgeBand,OlderAdult,1.00
public_administration,1700,,Temperament,Phlegmatic,1.20
public_administration,1700,,Temperament,Melancholic,1.10
law_enforcement,1700,,AgeBand,YoungAdult,1.25
law_enforcement,1700,,AgeBand,Adult,1.00
law_enforcement,1700,,AgeBand,OlderAdult,0.55
law_enforcement,1700,,Temperament,Choleric,1.20
law_enforcement,1700,,Temperament,Phlegmatic,1.10
military_service,1700,,AgeBand,YoungAdult,1.25
military_service,1700,,AgeBand,Adult,1.00
military_service,1700,,AgeBand,OlderAdult,0.55
military_service,1700,,Temperament,Choleric,1.20
military_service,1700,,Temperament,Phlegmatic,1.10
postal_service,1700,,AgeBand,YoungAdult,0.95
postal_service,1700,,AgeBand,Adult,1.15
postal_service,1700,,AgeBand,OlderAdult,1.00
postal_service,1700,,Temperament,Phlegmatic,1.20
postal_service,1700,,Temperament,Melancholic,1.10
religious_service,1700,,AgeBand,YoungAdult,0.80
religious_service,1700,,AgeBand,Adult,1.05
religious_service,1700,,AgeBand,OlderAdult,1.20
religious_service,1700,,Temperament,Melancholic,1.20
religious_service,1700,,Temperament,Phlegmatic,1.10
performing_arts,1700,,AgeBand,YoungAdult,1.15
performing_arts,1700,,AgeBand,Adult,1.05
performing_arts,1700,,AgeBand,OlderAdult,0.80
performing_arts,1700,,Temperament,Sanguine,1.20
performing_arts,1700,,Temperament,Melancholic,1.10
shipbuilding,1700,,AgeBand,YoungAdult,1.25
shipbuilding,1700,,AgeBand,Adult,1.00
shipbuilding,1700,,AgeBand,OlderAdult,0.55
shipbuilding,1700,,Temperament,Choleric,1.20
shipbuilding,1700,,Temperament,Phlegmatic,1.10
scientific_research,1800,,AgeBand,YoungAdult,0.90
scientific_research,1800,,AgeBand,Adult,1.20
scientific_research,1800,,AgeBand,OlderAdult,1.00
scientific_research,1800,,Temperament,Melancholic,1.20
scientific_research,1800,,Temperament,Phlegmatic,1.10
municipal_utilities,1850,,AgeBand,YoungAdult,1.10
municipal_utilities,1850,,AgeBand,Adult,1.10
municipal_utilities,1850,,AgeBand,OlderAdult,0.85
municipal_utilities,1850,,Temperament,Phlegmatic,1.20
municipal_utilities,1850,,Temperament,Choleric,1.10
